// outlet0.2.dat

// Outlet total pressure boundary condition for a valve closure 
// time of 0.2s.  This is based upon the calculated initial and maximum 
// pressure of 1.8e7 and 1.97e7 (from SH1 solution)

// The timestep used is 0.001 s
	
//  t	    p(t)
(
    (0.178	1.9626E+07)
    (0.179	1.9633E+07)
    (0.18	1.9640E+07)
    (0.181	1.9646E+07)
    (0.182	1.9653E+07)
    (0.183	1.9659E+07)
    (0.184	1.9665E+07)
    (0.185	1.9671E+07)
    (0.186	1.9677E+07)
    (0.187	1.9682E+07)
    (0.188	1.9688E+07)
    (0.189	1.9693E+07)
    (0.19	1.9698E+07)
    (0.191	1.9702E+07)
    (0.192	1.9707E+07)
    (0.193	1.9711E+07)
    (0.194	1.9715E+07)
    (0.195	1.9718E+07)
    (0.196	1.9722E+07)
    (0.197	1.9725E+07)
    (0.198	1.9727E+07)
    (0.199	1.9729E+07)
    (0.2	1.9730E+07)
)
