vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,0,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.009975,0,57.9,-1.49214e-13,0,57.9,1.8e+07,0.5,57.9,3.68572e-08,0,57.9,1.8e+07,1,57.9,-1.49214e-13,0,57.9,1.8e+07,0,57.9,-3.68575e-08,0,57.9,1.8e+07,0,57.9,-3.68575e-08,0,57.9,1.8e+07,0,57.9,3.68572e-08,0,57.9,1.8e+07,1,0,5.21242e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,57.9,9.9476e-14,0,57.9,1.8e+07,0.5,57.9,2.36673e-08,0,57.9,1.8e+07,1,57.9,9.9476e-14,0,57.9,1.8e+07,0,57.9,-2.36671e-08,0,57.9,1.8e+07,0,57.9,-2.36671e-08,0,57.9,1.8e+07,0,57.9,2.36673e-08,0,57.9,1.8e+07,1,0,3.34705e-08,0,0,0,0.707107,1
1,3,2,0.029925,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,1.61296e-08,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,-1.61296e-08,0,57.9,1.8e+07,0,57.9,-1.61296e-08,0,57.9,1.8e+07,0,57.9,1.61296e-08,0,57.9,1.8e+07,1,0,2.28107e-08,0,0,0,0.707107,1
1,4,2,0.040075,0,57.9,-9.99201e-14,0,57.9,1.8e+07,0.5,57.9,1.14413e-08,0,57.9,1.8e+07,1,57.9,-9.99201e-14,0,57.9,1.8e+07,0,57.9,-1.14415e-08,0,57.9,1.8e+07,0,57.9,-1.14415e-08,0,57.9,1.8e+07,0,57.9,1.14413e-08,0,57.9,1.8e+07,1,0,1.61806e-08,0,0,0,0.707107,1
1,5,2,0.05005,0,57.9,-9.15268e-13,0,57.9,1.8e+07,0.5,57.9,8.42043e-09,0,57.9,1.8e+07,1,57.9,-9.15268e-13,0,57.9,1.8e+07,0,57.9,-8.42226e-09,0,57.9,1.8e+07,0,57.9,-8.42226e-09,0,57.9,1.8e+07,0,57.9,8.42043e-09,0,57.9,1.8e+07,1,0,1.19096e-08,0,0,0,0.707107,1
1,6,2,0.060025,0,57.8671,-1.9984e-13,0,57.8671,1.80011e+07,0.5,57.8671,1.07601e-08,0,57.8671,1.80011e+07,1,57.8671,-1.9984e-13,0,57.8671,1.80011e+07,0,57.8671,-1.07605e-08,0,57.8671,1.80011e+07,0,57.8671,-1.07605e-08,0,57.8671,1.80011e+07,0,57.8671,1.07601e-08,0,57.8671,1.80011e+07,1,0,1.52174e-08,0,0,0,0.707107,1
1,7,2,0.07,0,57.4987,-2.00728e-13,0,57.4987,1.80132e+07,0.5,57.4987,2.04171e-08,0,57.4987,1.80132e+07,1,57.4987,-2.00728e-13,0,57.4987,1.80132e+07,0,57.4987,-2.04175e-08,0,57.4987,1.80132e+07,0,57.4987,-2.04175e-08,0,57.4987,1.80132e+07,0,57.4987,2.04171e-08,0,57.4987,1.80132e+07,1,0,2.88744e-08,0,0,0,0.707107,1
1,8,2,0.079975,0,56.5736,-3.15081e-13,0,56.5736,1.80438e+07,0.5,56.5736,5.12089e-09,0,56.5736,1.80438e+07,1,56.5736,-3.15081e-13,0,56.5736,1.80438e+07,0,56.5736,-5.12152e-09,0,56.5736,1.80438e+07,0,56.5736,-5.12152e-09,0,56.5736,1.80438e+07,0,56.5736,5.12089e-09,0,56.5736,1.80438e+07,1,0,7.24248e-09,0,0,0,0.707107,1
1,9,2,0.08995,0,55.0564,-1.84919e-12,0,55.0564,1.80941e+07,0.5,55.0564,5.37199e-08,0,55.0564,1.80941e+07,1,55.0564,-1.84919e-12,0,55.0564,1.80941e+07,0,55.0564,-5.37236e-08,0,55.0564,1.80941e+07,0,55.0564,-5.37236e-08,0,55.0564,1.80941e+07,0,55.0564,5.37199e-08,0,55.0564,1.80941e+07,1,0,7.5974e-08,0,0,0,0.707107,1
1,10,2,0.099925,0,52.9322,0,0,52.9322,1.81647e+07,0.5,52.9322,1.86568e-07,0,52.9322,1.81647e+07,1,52.9322,0,0,52.9322,1.81647e+07,0,52.9322,-1.86568e-07,0,52.9322,1.81647e+07,0,52.9322,-1.86568e-07,0,52.9322,1.81647e+07,0,52.9322,1.86568e-07,0,52.9322,1.81647e+07,1,0,2.63847e-07,0,0,0,0.707107,1
1,11,2,0.110075,0,50.1519,0,0,50.1519,1.82575e+07,0.5,50.1519,2.77331e-07,0,50.1519,1.82575e+07,1,50.1519,0,0,50.1519,1.82575e+07,0,50.1519,-2.77331e-07,0,50.1519,1.82575e+07,0,50.1519,-2.77331e-07,0,50.1519,1.82575e+07,0,50.1519,2.77331e-07,0,50.1519,1.82575e+07,1,0,3.92205e-07,0,0,0,0.707107,1
1,12,2,0.12005,0,46.8383,5.11591e-13,0,46.8383,1.83686e+07,0.5,46.8383,3.97195e-07,0,46.8383,1.83686e+07,1,46.8383,5.11591e-13,0,46.8383,1.83686e+07,0,46.8383,-3.97194e-07,0,46.8383,1.83686e+07,0,46.8383,-3.97194e-07,0,46.8383,1.83686e+07,0,46.8383,3.97195e-07,0,46.8383,1.83686e+07,1,0,5.61718e-07,0,0,0,0.707107,1
1,13,2,0.130025,0,43.0013,0,0,43.0013,1.84981e+07,0.5,43.0013,5.4911e-07,0,43.0013,1.84981e+07,1,43.0013,0,0,43.0013,1.84981e+07,0,43.0013,-5.4911e-07,0,43.0013,1.84981e+07,0,43.0013,-5.4911e-07,0,43.0013,1.84981e+07,0,43.0013,5.4911e-07,0,43.0013,1.84981e+07,1,0,7.76559e-07,0,0,0,0.707107,1
1,14,2,0.14,0,38.7198,5.11591e-13,0,38.7198,1.86436e+07,0.5,38.7198,7.31001e-07,0,38.7198,1.86436e+07,1,38.7198,5.11591e-13,0,38.7198,1.86436e+07,0,38.7198,-7.31e-07,0,38.7198,1.86436e+07,0,38.7198,-7.31e-07,0,38.7198,1.86436e+07,0,38.7198,7.31001e-07,0,38.7198,1.86436e+07,1,0,1.03379e-06,0,0,0,0.707107,1
1,15,2,0.149975,0,34.0723,-5.11591e-13,0,34.0723,1.88009e+07,0.5,34.0723,9.28386e-07,0,34.0723,1.88009e+07,1,34.0723,-5.11591e-13,0,34.0723,1.88009e+07,0,34.0723,-9.28387e-07,0,34.0723,1.88009e+07,0,34.0723,-9.28387e-07,0,34.0723,1.88009e+07,0,34.0723,9.28386e-07,0,34.0723,1.88009e+07,1,0,1.31294e-06,0,0,0,0.707107,1
1,16,2,0.15995,0,29.0023,0,0,29.0023,1.89593e+07,0.5,29.0023,1.13994e-06,0,29.0023,1.89593e+07,1,29.0023,0,0,29.0023,1.89593e+07,0,29.0023,-1.13994e-06,0,29.0023,1.89593e+07,0,29.0023,-1.13994e-06,0,29.0023,1.89593e+07,0,29.0023,1.13994e-06,0,29.0023,1.89593e+07,1,0,1.61212e-06,0,0,0,0.707107,1
1,17,2,0.169925,0,24.1902,0,0,24.1902,1.91323e+07,0.5,24.1902,1.44067e-06,0,24.1902,1.91323e+07,1,24.1902,0,0,24.1902,1.91323e+07,0,24.1902,-1.44067e-06,0,24.1902,1.91323e+07,0,24.1902,-1.44067e-06,0,24.1902,1.91323e+07,0,24.1902,1.44067e-06,0,24.1902,1.91323e+07,1,0,2.03741e-06,0,0,0,0.707107,1
1,18,2,0.180075,0,19.3901,0,0,19.3901,1.93062e+07,0.5,19.3901,1.69107e-06,0,19.3901,1.93062e+07,1,19.3901,0,0,19.3901,1.93062e+07,0,19.3901,-1.69107e-06,0,19.3901,1.93062e+07,0,19.3901,-1.69107e-06,0,19.3901,1.93062e+07,0,19.3901,1.69107e-06,0,19.3901,1.93062e+07,1,0,2.39153e-06,0,0,0,0.707107,1
1,19,2,0.19005,0,14.8594,0,0,14.8594,1.94667e+07,0.5,14.8594,1.95728e-06,0,14.8594,1.94667e+07,1,14.8594,0,0,14.8594,1.94667e+07,0,14.8594,-1.95728e-06,0,14.8594,1.94667e+07,0,14.8594,-1.95728e-06,0,14.8594,1.94667e+07,0,14.8594,1.95728e-06,0,14.8594,1.94667e+07,1,0,2.76801e-06,0,0,0,0.707107,1
1,20,2,0.200025,0,10.7332,0,0,10.7332,1.96134e+07,0.5,10.7332,2.22021e-06,0,10.7332,1.96134e+07,1,10.7332,0,0,10.7332,1.96134e+07,0,10.7332,-2.22021e-06,0,10.7332,1.96134e+07,0,10.7332,-2.22021e-06,0,10.7332,1.96134e+07,0,10.7332,2.22021e-06,0,10.7332,1.96134e+07,1,0,3.13985e-06,0,0,0,0.707107,1
1,21,2,0.21,0,7.07628,0,0,7.07628,1.97387e+07,0.5,7.07628,2.44831e-06,0,7.07628,1.97387e+07,1,7.07628,0,0,7.07628,1.97387e+07,0,7.07628,-2.44831e-06,0,7.07628,1.97387e+07,0,7.07628,-2.44831e-06,0,7.07628,1.97387e+07,0,7.07628,2.44831e-06,0,7.07628,1.97387e+07,1,0,3.46243e-06,0,0,0,0.707107,1
1,22,2,0.219975,0,3.97627,0,0,3.97627,1.98373e+07,0.5,3.97627,2.69244e-06,0,3.97627,1.98373e+07,1,3.97627,0,0,3.97627,1.98373e+07,0,3.97627,-2.69244e-06,0,3.97627,1.98373e+07,0,3.97627,-2.69244e-06,0,3.97627,1.98373e+07,0,3.97627,2.69244e-06,0,3.97627,1.98373e+07,1,0,3.80769e-06,0,0,0,0.707107,1
1,23,2,0.22995,0,1.8883,5.00222e-12,0,1.8883,1.99199e+07,0.5,1.8883,2.91876e-06,0,1.8883,1.99199e+07,1,1.8883,5.00222e-12,0,1.8883,1.99199e+07,0,1.8883,-2.91875e-06,0,1.8883,1.99199e+07,0,1.8883,-2.91875e-06,0,1.8883,1.99199e+07,0,1.8883,2.91876e-06,0,1.8883,1.99199e+07,1,0,4.12774e-06,0,0,0,0.707107,1
1,24,2,0.239925,0,0.420198,0,0,0.420198,1.99695e+07,0.5,0.420198,3.02952e-06,0,0.420198,1.99695e+07,1,0.420198,0,0,0.420198,1.99695e+07,0,0.420198,-3.02952e-06,0,0.420198,1.99695e+07,0,0.420198,-3.02952e-06,0,0.420198,1.99695e+07,0,0.420198,3.02952e-06,0,0.420198,1.99695e+07,1,0,4.28439e-06,0,0,0,0.707107,1
1,25,2,0.250075,0,-0.389053,0,0,0.389053,1.99887e+07,0.5,-0.389053,3.46878e-06,0,0.389053,1.99887e+07,1,-0.389053,0,0,0.389053,1.99887e+07,0,-0.389053,-3.46878e-06,0,0.389053,1.99887e+07,0,-0.389053,-3.46878e-06,0,0.389053,1.99887e+07,0,-0.389053,3.46878e-06,0,0.389053,1.99887e+07,1,0,4.9056e-06,0,0,0,0.707107,1
1,26,2,0.26005,0,-0.486483,0,0,0.486483,2e+07,0.5,-0.486483,3.43388e-06,0,0.486483,2e+07,1,-0.486483,0,0,0.486483,2e+07,0,-0.486483,-3.43388e-06,0,0.486483,2e+07,0,-0.486483,-3.43388e-06,0,0.486483,2e+07,0,-0.486483,3.43388e-06,0,0.486483,2e+07,1,0,4.85624e-06,0,0,0,0.707107,1
