vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,0,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.009975,0,57.9,5.48894e-13,0,57.9,1.8e+07,0.5,57.9,3.68571e-08,0,57.9,1.8e+07,1,57.9,5.48894e-13,0,57.9,1.8e+07,0,57.9,-3.6856e-08,0,57.9,1.8e+07,0,57.9,-3.6856e-08,0,57.9,1.8e+07,0,57.9,3.68571e-08,0,57.9,1.8e+07,1,0,5.2123e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,57.9,-3.9968e-13,0,57.9,1.8e+07,0.5,57.9,2.36665e-08,0,57.9,1.8e+07,1,57.9,-3.9968e-13,0,57.9,1.8e+07,0,57.9,-2.36673e-08,0,57.9,1.8e+07,0,57.9,-2.36673e-08,0,57.9,1.8e+07,0,57.9,2.36665e-08,0,57.9,1.8e+07,1,0,3.34701e-08,0,0,0,0.707107,1
1,3,2,0.029925,0,57.9,-6.50147e-13,0,57.9,1.8e+07,0.5,57.9,1.61294e-08,0,57.9,1.8e+07,1,57.9,-6.50147e-13,0,57.9,1.8e+07,0,57.9,-1.61307e-08,0,57.9,1.8e+07,0,57.9,-1.61307e-08,0,57.9,1.8e+07,0,57.9,1.61294e-08,0,57.9,1.8e+07,1,0,2.28113e-08,0,0,0,0.707107,1
1,4,2,0.040075,0,57.9,1.50102e-13,0,57.9,1.8e+07,0.5,57.9,1.14425e-08,0,57.9,1.8e+07,1,57.9,1.50102e-13,0,57.9,1.8e+07,0,57.9,-1.14422e-08,0,57.9,1.8e+07,0,57.9,-1.14422e-08,0,57.9,1.8e+07,0,57.9,1.14425e-08,0,57.9,1.8e+07,1,0,1.61819e-08,0,0,0,0.707107,1
1,5,2,0.05005,0,57.8997,6.30163e-13,0,57.8997,1.8e+07,0.5,57.8997,8.55435e-09,0,57.8997,1.8e+07,1,57.8997,6.30163e-13,0,57.8997,1.8e+07,0,57.8997,-8.55309e-09,0,57.8997,1.8e+07,0,57.8997,-8.55309e-09,0,57.8997,1.8e+07,0,57.8997,8.55435e-09,0,57.8997,1.8e+07,1,0,1.20968e-08,0,0,0,0.707107,1
1,6,2,0.060025,0,57.6153,-2.00728e-13,0,57.6153,1.79906e+07,0.5,57.6153,4.83657e-08,0,57.6153,1.79906e+07,1,57.6153,-2.00728e-13,0,57.6153,1.79906e+07,0,57.6153,-4.83661e-08,0,57.6153,1.79906e+07,0,57.6153,-4.83661e-08,0,57.6153,1.79906e+07,0,57.6153,4.83657e-08,0,57.6153,1.79906e+07,1,0,6.83997e-08,0,0,0,0.707107,1
1,7,2,0.07,0,57.7546,-1.01008e-12,0,57.7546,1.79952e+07,0.5,57.7546,5.16692e-09,0,57.7546,1.79952e+07,1,57.7546,-1.01008e-12,0,57.7546,1.79952e+07,0,57.7546,-5.16894e-09,0,57.7546,1.79952e+07,0,57.7546,-5.16894e-09,0,57.7546,1.79952e+07,0,57.7546,5.16692e-09,0,57.7546,1.79952e+07,1,0,7.30856e-09,0,0,0,0.707107,1
1,8,2,0.079975,0,57.7943,3.14859e-13,0,57.7943,1.79965e+07,0.5,57.7943,9.57895e-09,0,57.7943,1.79965e+07,1,57.7943,3.14859e-13,0,57.7943,1.79965e+07,0,57.7943,-9.57832e-09,0,57.7943,1.79965e+07,0,57.7943,-9.57832e-09,0,57.7943,1.79965e+07,0,57.7943,9.57895e-09,0,57.7943,1.79965e+07,1,0,1.35462e-08,0,0,0,0.707107,1
1,9,2,0.08995,0,57.7995,-1.50102e-13,0,57.7995,1.79967e+07,0.5,57.7995,1.06229e-08,0,57.7995,1.79967e+07,1,57.7995,-1.50102e-13,0,57.7995,1.79967e+07,0,57.7995,-1.06232e-08,0,57.7995,1.79967e+07,0,57.7995,-1.06232e-08,0,57.7995,1.79967e+07,0,57.7995,1.06229e-08,0,57.7995,1.79967e+07,1,0,1.50233e-08,0,0,0,0.707107,1
