vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,0,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.009975,0,57.9,-3.9968e-13,0,57.9,1.8e+07,0.5,57.9,3.68582e-08,0,57.9,1.8e+07,1,57.9,-3.9968e-13,0,57.9,1.8e+07,0,57.9,-3.6859e-08,0,57.9,1.8e+07,0,57.9,-3.6859e-08,0,57.9,1.8e+07,0,57.9,3.68582e-08,0,57.9,1.8e+07,1,0,5.21259e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,57.8602,3.49942e-13,0,57.8602,1.80013e+07,0.5,57.8602,2.44979e-08,0,57.8602,1.80013e+07,1,57.8602,3.49942e-13,0,57.8602,1.80013e+07,0,57.8602,-2.44972e-08,0,57.8602,1.80013e+07,0,57.8602,-2.44972e-08,0,57.8602,1.80013e+07,0,57.8602,2.44979e-08,0,57.8602,1.80013e+07,1,0,3.46448e-08,0,0,0,0.707107,1
1,3,2,0.029925,0,57.41,-9.45022e-13,0,57.41,1.80162e+07,0.5,57.41,7.04679e-09,0,57.41,1.80162e+07,1,57.41,-9.45022e-13,0,57.41,1.80162e+07,0,57.41,-7.04868e-09,0,57.41,1.80162e+07,0,57.41,-7.04868e-09,0,57.41,1.80162e+07,0,57.41,7.04679e-09,0,57.41,1.80162e+07,1,0,9.967e-09,0,0,0,0.707107,1
1,4,2,0.040075,0,56.3778,-2.50466e-13,0,56.3778,1.80503e+07,0.5,56.3778,3.88968e-08,0,56.3778,1.80503e+07,1,56.3778,-2.50466e-13,0,56.3778,1.80503e+07,0,56.3778,-3.88973e-08,0,56.3778,1.80503e+07,0,56.3778,-3.88973e-08,0,56.3778,1.80503e+07,0,56.3778,3.88968e-08,0,56.3778,1.80503e+07,1,0,5.50087e-08,0,0,0,0.707107,1
1,5,2,0.05005,0,54.7797,-5.00933e-13,0,54.7797,1.81033e+07,0.5,54.7797,1.134e-07,0,54.7797,1.81033e+07,1,54.7797,-5.00933e-13,0,54.7797,1.81033e+07,0,54.7797,-1.13401e-07,0,54.7797,1.81033e+07,0,54.7797,-1.13401e-07,0,54.7797,1.81033e+07,0,54.7797,1.134e-07,0,54.7797,1.81033e+07,1,0,1.60373e-07,0,0,0,0.707107,1
1,6,2,0.060025,0,52.5987,1.00187e-12,0,52.5987,1.81758e+07,0.5,52.5987,1.94677e-07,0,52.5987,1.81758e+07,1,52.5987,1.00187e-12,0,52.5987,1.81758e+07,0,52.5987,-1.94675e-07,0,52.5987,1.81758e+07,0,52.5987,-1.94675e-07,0,52.5987,1.81758e+07,0,52.5987,1.94677e-07,0,52.5987,1.81758e+07,1,0,2.75313e-07,0,0,0,0.707107,1
1,7,2,0.07,0,49.8486,-1.49214e-12,0,49.8486,1.82676e+07,0.5,49.8486,3.02225e-07,0,49.8486,1.82676e+07,1,49.8486,-1.49214e-12,0,49.8486,1.82676e+07,0,49.8486,-3.02228e-07,0,49.8486,1.82676e+07,0,49.8486,-3.02228e-07,0,49.8486,1.82676e+07,0,49.8486,3.02225e-07,0,49.8486,1.82676e+07,1,0,4.27413e-07,0,0,0,0.707107,1
1,8,2,0.079975,0,46.5631,0,0,46.5631,1.83779e+07,0.5,46.5631,4.36063e-07,0,46.5631,1.83779e+07,1,46.5631,0,0,46.5631,1.83779e+07,0,46.5631,-4.36063e-07,0,46.5631,1.83779e+07,0,46.5631,-4.36063e-07,0,46.5631,1.83779e+07,0,46.5631,4.36063e-07,0,46.5631,1.83779e+07,1,0,6.16686e-07,0,0,0,0.707107,1
1,9,2,0.08995,0,42.7968,0,0,42.7968,1.85051e+07,0.5,42.7968,5.95367e-07,0,42.7968,1.85051e+07,1,42.7968,0,0,42.7968,1.85051e+07,0,42.7968,-5.95367e-07,0,42.7968,1.85051e+07,0,42.7968,-5.95367e-07,0,42.7968,1.85051e+07,0,42.7968,5.95367e-07,0,42.7968,1.85051e+07,1,0,8.41976e-07,0,0,0,0.707107,1
