vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,0,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.009975,0,57.8494,9.9476e-14,0,57.8494,1.79984e+07,0.5,57.8494,4.39592e-08,0,57.8494,1.79984e+07,1,57.8494,9.9476e-14,0,57.8494,1.79984e+07,0,57.8494,-4.3959e-08,0,57.8494,1.79984e+07,0,57.8494,-4.3959e-08,0,57.8494,1.79984e+07,0,57.8494,4.39592e-08,0,57.8494,1.79984e+07,1,0,6.21676e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,57.8249,7.99361e-13,0,57.8249,1.79975e+07,0.5,57.8249,3.1173e-08,0,57.8249,1.79975e+07,1,57.8249,7.99361e-13,0,57.8249,1.79975e+07,0,57.8249,-3.11714e-08,0,57.8249,1.79975e+07,0,57.8249,-3.11714e-08,0,57.8249,1.79975e+07,0,57.8249,3.1173e-08,0,57.8249,1.79975e+07,1,0,4.40841e-08,0,0,0,0.707107,1
1,3,2,0.029925,0,57.7937,-5.06262e-14,0,57.7937,1.79965e+07,0.5,57.7937,2.31557e-08,0,57.7937,1.79965e+07,1,57.7937,-5.06262e-14,0,57.7937,1.79965e+07,0,57.7937,-2.31558e-08,0,57.7937,1.79965e+07,0,57.7937,-2.31558e-08,0,57.7937,1.79965e+07,0,57.7937,2.31557e-08,0,57.7937,1.79965e+07,1,0,3.27472e-08,0,0,0,0.707107,1
1,4,2,0.040075,0,57.7996,2.347e-10,0,57.7996,1.79967e+07,0.5,57.7996,1.82956e-08,0,57.7996,1.79967e+07,1,57.7996,2.347e-10,0,57.7996,1.79967e+07,0,57.7996,-1.78262e-08,0,57.7996,1.79967e+07,0,57.7996,-1.78262e-08,0,57.7996,1.79967e+07,0,57.7996,1.82956e-08,0,57.7996,1.79967e+07,1,0,2.5542e-08,0,0,0,0.707107,1
1,5,2,0.05005,0,57.7995,3.39909e-08,0,57.7995,1.79967e+07,0.5,57.7995,4.7689e-08,0,57.7995,1.79967e+07,1,57.7995,3.39909e-08,0,57.7995,1.79967e+07,0,57.7995,2.02928e-08,0,57.7995,1.79967e+07,0,57.7995,2.02928e-08,0,57.7995,1.79967e+07,0,57.7995,4.7689e-08,0,57.7995,1.79967e+07,1,0,1.9372e-08,0,0,0,0.707107,1
1,6,2,0.060025,0,57.7899,1.62456e-06,0,57.7899,1.79964e+07,0.5,57.7899,1.63671e-06,0,57.7899,1.79964e+07,1,57.7899,1.62456e-06,0,57.7899,1.79964e+07,0,57.7899,1.61242e-06,0,57.7899,1.79964e+07,0,57.7899,1.61242e-06,0,57.7899,1.79964e+07,0,57.7899,1.63671e-06,0,57.7899,1.79964e+07,1,0,1.71756e-08,0,0,0,0.707107,1
1,7,2,0.07,0,57.3713,3.26519e-05,0,57.3713,1.79825e+07,0.5,57.3713,3.2851e-05,0,57.3713,1.79825e+07,1,57.3713,3.2652e-05,0,57.3713,1.79825e+07,0,57.3713,3.24529e-05,0,57.3713,1.79825e+07,0,57.3713,3.24529e-05,0,57.3713,1.79825e+07,0,57.3713,3.2851e-05,0,57.3713,1.79825e+07,1,0,2.81499e-07,0,0,0,0.707107,1
1,8,2,0.079975,0,57.6849,0.000342098,0,57.6849,1.79929e+07,0.5,57.6853,0.0003482,0,57.6853,1.79929e+07,1,57.6849,0.000342098,0,57.6849,1.79929e+07,0,57.6845,0.000335996,0,57.6845,1.79929e+07,0,57.6845,0.000335996,0,57.6845,1.79929e+07,0,57.6853,0.0003482,0,57.6853,1.79929e+07,1,0.000563756,8.62953e-06,0,0.000563756,0,0.707107,1
1,9,2,0.08995,0,57.6246,0.00214773,0,57.6246,1.79909e+07,0.5,57.6274,0.00228012,0,57.6274,1.79909e+07,1,57.6246,0.00214773,0,57.6246,1.79909e+07,0,57.6218,0.00201534,0,57.6218,1.79909e+07,0,57.6218,0.00201534,0,57.6218,1.79909e+07,0,57.6274,0.00228012,0,57.6274,1.79909e+07,1,0.00395978,0.000187228,0,0.00395978,0,0.707107,1
