vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,0,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,0,57.9,0,0,57.9,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.009975,0,57.9,4.9738e-14,0,57.9,1.8e+07,0.5,57.9,3.68578e-08,0,57.9,1.8e+07,1,57.9,4.9738e-14,0,57.9,1.8e+07,0,57.9,-3.68577e-08,0,57.9,1.8e+07,0,57.9,-3.68577e-08,0,57.9,1.8e+07,0,57.9,3.68578e-08,0,57.9,1.8e+07,1,0,5.21247e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,57.9,1.00364e-13,0,57.9,1.8e+07,0.5,57.9,2.36684e-08,0,57.9,1.8e+07,1,57.9,1.00364e-13,0,57.9,1.8e+07,0,57.9,-2.36682e-08,0,57.9,1.8e+07,0,57.9,-2.36682e-08,0,57.9,1.8e+07,0,57.9,2.36684e-08,0,57.9,1.8e+07,1,0,3.3472e-08,0,0,0,0.707107,1
1,3,2,0.029925,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,1.61303e-08,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,-1.61303e-08,0,57.9,1.8e+07,0,57.9,-1.61303e-08,0,57.9,1.8e+07,0,57.9,1.61303e-08,0,57.9,1.8e+07,1,0,2.28117e-08,0,0,0,0.707107,1
1,4,2,0.040075,0,57.9,-9.99201e-14,0,57.9,1.8e+07,0.5,57.9,1.14409e-08,0,57.9,1.8e+07,1,57.9,-9.99201e-14,0,57.9,1.8e+07,0,57.9,-1.14411e-08,0,57.9,1.8e+07,0,57.9,-1.14411e-08,0,57.9,1.8e+07,0,57.9,1.14409e-08,0,57.9,1.8e+07,1,0,1.618e-08,0,0,0,0.707107,1
1,5,2,0.05005,0,57.9,-6.52811e-14,0,57.9,1.8e+07,0.5,57.9,8.40576e-09,0,57.9,1.8e+07,1,57.9,-6.52811e-14,0,57.9,1.8e+07,0,57.9,-8.40589e-09,0,57.9,1.8e+07,0,57.9,-8.40589e-09,0,57.9,1.8e+07,0,57.9,8.40576e-09,0,57.9,1.8e+07,1,0,1.18876e-08,0,0,0,0.707107,1
1,6,2,0.060025,0,57.9,-3.29958e-13,0,57.9,1.8e+07,0.5,57.9,6.29394e-09,0,57.9,1.8e+07,1,57.9,-3.29958e-13,0,57.9,1.8e+07,0,57.9,-6.2946e-09,0,57.9,1.8e+07,0,57.9,-6.2946e-09,0,57.9,1.8e+07,0,57.9,6.29394e-09,0,57.9,1.8e+07,1,0,8.90144e-09,0,0,0,0.707107,1
1,7,2,0.07,0,57.9,0,0,57.9,1.8e+07,0.5,57.9,4.77556e-09,0,57.9,1.8e+07,1,57.9,0,0,57.9,1.8e+07,0,57.9,-4.77556e-09,0,57.9,1.8e+07,0,57.9,-4.77556e-09,0,57.9,1.8e+07,0,57.9,4.77556e-09,0,57.9,1.8e+07,1,0,6.75366e-09,0,0,0,0.707107,1
1,8,2,0.079975,0,57.9,-4.996e-14,0,57.9,1.8e+07,0.5,57.9,3.65283e-09,0,57.9,1.8e+07,1,57.9,-4.996e-14,0,57.9,1.8e+07,0,57.9,-3.65293e-09,0,57.9,1.8e+07,0,57.9,-3.65293e-09,0,57.9,1.8e+07,0,57.9,3.65283e-09,0,57.9,1.8e+07,1,0,5.16595e-09,0,0,0,0.707107,1
1,9,2,0.08995,0,57.9,-2.29927e-13,0,57.9,1.8e+07,0.5,57.9,2.81187e-09,0,57.9,1.8e+07,1,57.9,-2.29927e-13,0,57.9,1.8e+07,0,57.9,-2.81233e-09,0,57.9,1.8e+07,0,57.9,-2.81233e-09,0,57.9,1.8e+07,0,57.9,2.81187e-09,0,57.9,1.8e+07,1,0,3.97691e-09,0,0,0,0.707107,1
