vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
0,50.6,40,0.1,35.6843,4.29608,6.20554e-16,0,0,1.81991e+07,1
1,50.788,40,0.1,35.9654,1.6435,0,0,0.188,1.82007e+07,1
2,50.976,40,0.1,35.9038,0.727755,0,0,0.376003,1.82032e+07,1
3,51.164,40,0.1,35.8061,0.325907,0,0,0.564003,1.82057e+07,1
4,51.352,40,0.1,35.7082,0.1391,0,0,0.752003,1.82082e+07,1
5,51.54,40,0.1,35.6164,0.0588525,0,0,0.940002,1.82108e+07,1
6,51.728,40,0.1,35.5301,0.0260875,0,0,1.128,1.82133e+07,1
7,51.916,40,0.1,35.4473,0.0116125,0,0,1.316,1.82158e+07,1
8,52.104,40,0.1,35.3658,0.00467,0,0,1.504,1.82185e+07,1
9,52.292,40,0.1,35.2849,0.0013875,0,0,1.692,1.82211e+07,1
10,52.48,40,0.1,35.2042,-9.5e-05,0,0,1.88,1.82237e+07,1
11,52.668,40,0.1,35.1237,-0.0008,0,0,2.068,1.82264e+07,1
12,52.856,40,0.1,35.0432,-0.0011725,0,0,2.256,1.8229e+07,1
13,53.044,40,0.1,34.9627,-0.0012875,0,0,2.444,1.82318e+07,1
14,53.232,40,0.1,34.8821,-0.001235,0,0,2.632,1.82344e+07,1
15,53.42,40,0.1,34.8014,-0.001115,0,0,2.82,1.82372e+07,1
16,53.608,40,0.1,34.7205,-0.0009875,0,0,3.008,1.824e+07,1
17,53.796,40,0.1,34.6393,-0.0008625,0,0,3.196,1.82427e+07,1
18,53.984,40,0.1,34.5578,-0.000745,0,0,3.384,1.82455e+07,1
19,54.172,40,0.1,34.4759,-0.000635,0,0,3.572,1.82483e+07,1
20,54.36,40,0.1,34.3936,-0.00053,0,0,3.76,1.82511e+07,1
21,54.548,40,0.1,34.3109,-0.00043,0,0,3.948,1.8254e+07,1
22,54.736,40,0.1,34.2277,-0.000335,0,0,4.136,1.82568e+07,1
23,54.924,40,0.1,34.1441,-0.00025,0,0,4.324,1.82596e+07,1
24,55.112,40,0.1,34.0601,-0.000175,0,0,4.512,1.82626e+07,1
25,55.3,40,0.1,33.9756,-0.0001125,0,0,4.7,1.82654e+07,1
26,55.488,40,0.1,33.8905,-6.75e-05,0,0,4.888,1.82684e+07,1
27,55.676,40,0.1,33.805,-3.75e-05,0,0,5.076,1.82713e+07,1
28,55.864,40,0.1,33.719,-3.5e-05,0,0,5.264,1.82742e+07,1
29,56.052,40,0.1,33.6325,-7.5e-05,0,0,5.452,1.82772e+07,1
30,56.24,40,0.1,33.5453,-0.0001625,0,0,5.64,1.82802e+07,1
31,56.428,40,0.1,33.4577,-0.00032,0,0,5.828,1.82832e+07,1
32,56.616,40,0.1,33.3695,-0.0005625,0,0,6.016,1.82862e+07,1
33,56.804,40,0.1,33.2807,-0.00089,0,0,6.204,1.82892e+07,1
34,56.992,40,0.1,33.1912,-0.001295,0,0,6.392,1.82923e+07,1
