vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
0,70.6,0,0.1,40.8745,-4.77715,8.35801e-16,0,0,1.79925e+07,1
1,72.094,0,0.1,41.2882,-0.01152,0,0,1.494,1.79919e+07,1
2,73.588,0,0.1,41.2872,0.00081,0,0,2.988,1.7992e+07,1
3,75.082,0,0.1,41.3265,0.0105225,0,1,4.482,1.79922e+07,1
4,76.576,0,0.1,41.4151,0.0136725,0,0,5.976,1.79927e+07,1
5,78.07,0,0.1,41.4691,-0.0345325,0,0,7.47,1.79935e+07,1
6,79.564,0,0.1,41.7134,-0.0472835,0,0,8.964,1.79945e+07,1
7,81.058,0,0.1,42.083,0.0599868,0,0,10.458,1.79959e+07,1
8,82.552,0,0.1,42.2409,0.0605779,1.375e-34,0,11.952,1.79977e+07,1
9,84.046,0,0.1,42.2323,0.0187737,0,0,13.446,1.8e+07,1
10,85.54,0,0.1,42.1513,0.00278524,5e-36,0,14.94,1.80031e+07,1
11,87.034,0,0.1,42.0375,0.000225751,0,0,16.434,1.80068e+07,1
12,88.528,0,0.1,41.8983,1.07519e-05,0,0,17.928,1.80115e+07,1
13,90.022,0,0.1,41.7336,3.18992e-07,0,0,19.422,1.80169e+07,1
14,91.516,0,0.1,41.5427,6.08518e-09,0,0,20.916,1.80232e+07,1
15,93.01,0,0.1,41.3251,7.6375e-11,0,0,22.41,1.80304e+07,1
16,94.504,0,0.1,41.0802,1.75e-13,0,0,23.904,1.80385e+07,1
17,95.998,0,0.1,40.8078,-6.75e-13,0,0,25.398,1.80475e+07,1
18,97.492,0,0.1,40.5076,-1.5e-12,0,0,26.892,1.80574e+07,1
19,98.986,0,0.1,40.1794,1.75e-13,0,0,28.386,1.80683e+07,1
20,100.48,0,0.1,39.8228,-5.25e-13,0,0,29.88,1.80801e+07,1
21,101.974,0,0.1,39.4379,-6.5e-13,0,0,31.374,1.80929e+07,1
22,103.468,0,0.1,39.0246,-1.225e-12,0,0,32.868,1.81066e+07,1
23,104.962,0,0.1,38.583,-5.9e-13,0,0,34.362,1.81212e+07,1
24,106.456,0,0.1,38.1134,4e-13,0,0,35.856,1.81368e+07,1
25,107.95,0,0.1,37.6158,-1.4e-12,0,0,37.35,1.81534e+07,1
26,109.444,0,0.1,37.0907,-1.95e-12,0,0,38.844,1.81708e+07,1
27,110.938,0,0.1,36.5383,7.5e-13,0,0,40.338,1.81892e+07,1
28,112.432,0,0.1,35.9594,2.5e-13,0,0,41.832,1.82084e+07,1
29,113.926,0,0.1,35.3542,-5e-13,0,0,43.326,1.82286e+07,1
30,115.42,0,0.1,34.7236,-7.92108e-21,0,0,44.82,1.82496e+07,1
31,116.914,0,0.1,34.0678,1.32349e-23,0,0,46.314,1.82714e+07,1
32,118.408,0,0.1,33.3871,-1e-12,0,0,47.808,1.8294e+07,1
33,119.902,0,0.1,32.6818,-5e-13,0,0,49.302,1.83174e+07,1
34,121.396,0,0.1,31.9515,-5e-13,0,0,50.796,1.83413e+07,1
35,122.89,0,0.1,31.1969,7.5e-13,0,0,52.29,1.83658e+07,1
36,124.384,0,0.1,30.4193,5e-13,0,0,53.784,1.83909e+07,1
37,125.878,0,0.1,29.6218,5e-13,0,0,55.278,1.84166e+07,1
38,127.372,0,0.1,28.8088,7.5e-13,0,0,56.772,1.84428e+07,1
39,128.866,0,0.1,27.9855,-2.5e-13,0,0,58.266,1.84698e+07,1
40,130.36,0,0.1,27.1572,-1.25e-12,0,0,59.76,1.84976e+07,1
41,131.854,0,0.1,26.3269,-2.5e-13,0,0,61.254,1.8526e+07,1
42,133.348,0,0.1,25.4957,0,0,0,62.748,1.85553e+07,1
43,134.842,0,0.1,24.6626,-5e-13,0,0,64.242,1.85851e+07,1
44,136.336,0,0.1,23.8256,7.5e-13,0,0,65.736,1.86154e+07,1
45,137.83,0,0.1,22.9825,1e-12,0,0,67.23,1.86458e+07,1
46,139.324,0,0.1,22.1324,-5e-13,0,0,68.724,1.86762e+07,1
47,140.818,0,0.1,21.2754,1.25e-12,0,0,70.218,1.87068e+07,1
48,142.312,0,0.1,20.4131,2.5e-13,0,0,71.712,1.8737e+07,1
49,143.806,0,0.1,19.548,-5e-13,0,0,73.206,1.87673e+07,1
50,145.3,0,0.1,18.6826,-1e-12,0,0,74.7,1.87973e+07,1
51,146.794,0,0.1,17.8197,-5.29396e-23,0,0,76.194,1.88271e+07,1
52,148.288,0,0.1,16.9618,-2.5e-12,0,0,77.688,1.88568e+07,1
53,149.782,0,0.1,16.111,5.29396e-23,0,0,79.182,1.8886e+07,1
54,151.276,0,0.1,15.2693,2.64698e-23,0,0,80.676,1.89151e+07,1
55,152.77,0,0.1,14.4382,0,0,0,82.17,1.89438e+07,1
56,154.264,0,0.1,13.6194,5.29396e-23,0,0,83.664,1.8972e+07,1
57,155.758,0,0.1,12.8139,2.5e-12,0,0,85.158,1.89999e+07,1
58,157.252,0,0.1,12.0225,0,0,0,86.652,1.90272e+07,1
59,158.746,0,0.1,11.2456,-2.5e-12,0,0,88.146,1.90538e+07,1
60,160.24,0,0.1,10.4834,0,0,0,89.64,1.90798e+07,1
61,161.734,0,0.1,9.73631,4.80162e-20,0,0,91.134,1.91049e+07,1
62,163.228,0,0.1,9.00556,-4.96838e-20,0,0,92.628,1.91292e+07,1
63,164.722,0,0.1,8.29377,5.10867e-20,0,0,94.122,1.91528e+07,1
64,166.216,0,0.1,7.60507,0,0,0,95.616,1.91756e+07,1
65,167.71,0,0.1,6.94447,-2.5e-12,0,0,97.11,1.91977e+07,1
66,169.204,0,0.1,6.31652,-2.5e-12,0,0,98.604,1.92193e+07,1
67,170.698,0,0.1,5.72407,-1.11782e-19,0,0,100.098,1.92404e+07,1
68,172.192,0,0.1,5.16743,2.5e-12,0,0,101.592,1.9261e+07,1
69,173.686,0,0.1,4.64443,2.5e-12,0,0,103.086,1.9281e+07,1
70,175.18,0,0.1,4.15143,-2.5e-12,0,0,104.58,1.93e+07,1
71,176.674,0,0.1,3.68435,2.5e-12,0,0,106.074,1.9318e+07,1
72,178.168,0,0.1,3.23978,2.11758e-22,0,0,107.568,1.93349e+07,1
73,179.662,0,0.1,2.81555,-1.88994e-19,0,0,109.062,1.93504e+07,1
74,181.156,0,0.1,2.41109,-5.29396e-23,0,0,110.556,1.93646e+07,1
75,182.65,0,0.1,2.02765,2.5e-12,0,0,112.05,1.93776e+07,1
76,184.144,0,0.1,1.66833,-6.58039e-20,0,0,113.544,1.93892e+07,1
77,185.638,0,0.1,1.3377,5.29396e-23,0,0,115.038,1.93998e+07,1
78,187.132,0,0.1,1.04087,2.5e-12,0,0,116.532,1.94094e+07,1
79,188.626,0,0.1,0.782076,-6.78685e-20,0,0,118.026,1.94184e+07,1
80,190.12,0,0.1,0.563393,2.5e-12,0,0,119.52,1.94266e+07,1
81,191.614,0,0.1,0.384104,2.5e-12,0,0,121.014,1.94342e+07,1
82,193.108,0,0.1,0.241077,-2.5e-12,0,0,122.508,1.94409e+07,1
83,194.602,0,0.1,0.129916,2.5e-12,8.40779e-45,0,124.002,1.94468e+07,1
84,196.096,0,0.1,0.0463459,-5e-12,1.82169e-44,0,125.496,1.94514e+07,1
85,197.59,0,0.1,-0.0129953,-2.5e-12,8.40779e-45,0,126.99,1.94552e+07,1
86,199.084,0,0.1,-0.0503365,2.5e-12,-1.82169e-44,0,128.484,1.94576e+07,1
87,200.578,0,0.1,-0.0709447,0,0,0,129.978,1.94592e+07,1
88,202.072,0,0.1,-0.0836765,-1.05879e-22,0,0,131.472,1.94602e+07,1
89,203.566,0,0.1,-0.0974108,1.981e-19,5.32493e-44,0,132.966,1.9461e+07,1
90,205.06,0,0.1,-0.116896,2.5e-12,0,0,134.46,1.94618e+07,1
91,206.554,0,0.1,-0.141569,-5e-13,0,0,135.954,1.94627e+07,1
92,208.048,0,0.1,-0.168623,0,0,0,137.448,1.94636e+07,1
93,209.542,0,0.1,-0.193506,-2.5e-12,0,0,138.942,1.94646e+07,1
94,211.036,0,0.1,-0.211856,-7.84564e-20,0,0,140.436,1.94652e+07,1
95,212.53,0,0.1,-0.220253,-1.12973e-19,0,0,141.93,1.94654e+07,1
96,214.024,0,0.1,-0.218262,1.5e-11,1.82169e-44,0,143.424,1.94652e+07,1
97,215.518,0,0.1,-0.207949,-2.25e-11,-1.82169e-44,0,144.918,1.94646e+07,1
98,217.012,0,0.1,-0.194375,7.25e-11,0,0,146.412,1.94637e+07,1
99,218.506,0,0.1,-0.18306,2.5e-11,0,0,147.906,1.94627e+07,1
100,220,0,0.1,-0.178511,1e-11,0,0,149.4,1.94616e+07,1
