vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
0,70.6,0,0.1,40.8513,-4.77473,8.359e-16,0,0,1.79933e+07,1
1,72.094,0,0.1,41.2486,-0.011535,0,0,1.494,1.79933e+07,1
2,73.588,0,0.1,41.2207,0.000495,0,0,2.988,1.79942e+07,1
3,75.082,0,0.1,41.211,0.008405,0,1,4.482,1.79956e+07,1
4,76.576,0,0.1,41.2501,0.0167075,0,0,5.976,1.79974e+07,1
5,78.07,0,0.1,41.246,-0.01207,0,0,7.47,1.8e+07,1
6,79.564,0,0.1,41.34,-0.0597215,0,0,8.964,1.80034e+07,1
7,81.058,0,0.1,41.6258,0.0296238,0,0,10.458,1.80074e+07,1
8,82.552,0,0.1,41.7584,0.0684508,1.95e-34,0,11.952,1.80122e+07,1
9,84.046,0,0.1,41.6863,0.0290255,0,0,13.446,1.80177e+07,1
10,85.54,0,0.1,41.5134,0.00556278,7.5e-36,0,14.94,1.80242e+07,1
11,87.034,0,0.1,41.2953,0.000573038,0,0,16.434,1.80314e+07,1
12,88.528,0,0.1,41.0474,3.44167e-05,0,0,17.928,1.80396e+07,1
13,90.022,0,0.1,40.7714,1.28045e-06,0,0,19.422,1.80488e+07,1
14,91.516,0,0.1,40.4674,3.07087e-08,0,0,20.916,1.80588e+07,1
15,93.01,0,0.1,40.1351,4.84025e-10,0,0,22.41,1.80698e+07,1
16,94.504,0,0.1,39.7743,4.35e-12,0,0,23.904,1.80818e+07,1
17,95.998,0,0.1,39.3848,-7.5e-13,0,0,25.398,1.80947e+07,1
18,97.492,0,0.1,38.967,-5e-14,0,0,26.892,1.81085e+07,1
19,98.986,0,0.1,38.5206,-6.025e-13,0,0,28.386,1.81234e+07,1
20,100.48,0,0.1,38.046,-7.25e-13,0,0,29.88,1.81392e+07,1
21,101.974,0,0.1,37.5433,-5.5e-13,0,0,31.374,1.81558e+07,1
22,103.468,0,0.1,37.0129,-8e-13,0,0,32.868,1.81735e+07,1
23,104.962,0,0.1,36.4551,2.5e-14,0,0,34.362,1.81921e+07,1
24,106.456,0,0.1,35.8705,4.17561e-21,0,0,35.856,1.82116e+07,1
25,107.95,0,0.1,35.2597,-5.63145e-21,0,0,37.35,1.8232e+07,1
26,109.444,0,0.1,34.6233,5e-13,0,0,38.844,1.82532e+07,1
27,110.938,0,0.1,33.9623,-1e-12,0,0,40.338,1.82754e+07,1
28,112.432,0,0.1,33.2775,2.5e-13,0,0,41.832,1.82982e+07,1
29,113.926,0,0.1,32.5698,-2.5e-13,0,0,43.326,1.8322e+07,1
30,115.42,0,0.1,31.8405,-7.5e-13,0,0,44.82,1.83464e+07,1
31,116.914,0,0.1,31.0905,-7.5e-13,0,0,46.314,1.83716e+07,1
32,118.408,0,0.1,30.3211,5e-13,0,0,47.808,1.83975e+07,1
33,119.902,0,0.1,29.5338,-1e-12,0,0,49.302,1.8424e+07,1
34,121.396,0,0.1,28.7297,-1e-12,0,0,50.796,1.84511e+07,1
35,122.89,0,0.1,27.9102,5e-13,0,0,52.29,1.84787e+07,1
36,124.384,0,0.1,27.0763,2.5e-13,0,0,53.784,1.85068e+07,1
37,125.878,0,0.1,26.2287,-1.5e-12,0,0,55.278,1.85352e+07,1
38,127.372,0,0.1,25.3682,1.25e-12,0,0,56.772,1.8564e+07,1
39,128.866,0,0.1,24.4957,2.64698e-23,0,0,58.266,1.8593e+07,1
40,130.36,0,0.1,23.6125,2.5e-13,0,0,59.76,1.8622e+07,1
41,131.854,0,0.1,22.7213,-2.5e-12,0,0,61.254,1.86512e+07,1
42,133.348,0,0.1,21.8261,-2.5e-13,0,0,62.748,1.86806e+07,1
43,134.842,0,0.1,20.932,5e-13,0,0,64.242,1.87102e+07,1
44,136.336,0,0.1,20.0445,-5e-13,0,0,65.736,1.874e+07,1
45,137.83,0,0.1,19.1676,2.5e-13,0,0,67.23,1.87702e+07,1
46,139.324,0,0.1,18.304,5e-13,0,0,68.724,1.88005e+07,1
47,140.818,0,0.1,17.4538,-2.5e-13,0,0,70.218,1.8831e+07,1
48,142.312,0,0.1,16.6155,-3.44107e-20,0,0,71.712,1.88615e+07,1
49,143.806,0,0.1,15.7873,0,0,0,73.206,1.88918e+07,1
50,145.3,0,0.1,14.9675,-2.5e-12,0,0,74.7,1.89217e+07,1
51,146.794,0,0.1,14.1554,0,0,0,76.194,1.89511e+07,1
52,148.288,0,0.1,13.3519,-2.64698e-23,0,0,77.688,1.898e+07,1
53,149.782,0,0.1,12.5585,5.29396e-23,0,0,79.182,1.90082e+07,1
54,151.276,0,0.1,11.7774,-2.64698e-23,0,0,80.676,1.90358e+07,1
55,152.77,0,0.1,11.011,0,0,0,82.17,1.90626e+07,1
56,154.264,0,0.1,10.2614,-2.5e-12,0,0,83.664,1.90888e+07,1
57,155.758,0,0.1,9.53055,-2.5e-12,0,0,85.158,1.91144e+07,1
58,157.252,0,0.1,8.82003,0,0,0,86.652,1.91392e+07,1
59,158.746,0,0.1,8.13119,5.11926e-20,0,0,88.146,1.91632e+07,1
60,160.24,0,0.1,7.46511,0,0,0,89.64,1.91865e+07,1
61,161.734,0,0.1,6.82255,5.39984e-20,0,0,91.134,1.92088e+07,1
62,163.228,0,0.1,6.20397,2.5e-12,0,0,92.628,1.92304e+07,1
63,164.722,0,0.1,5.60937,2.5e-12,0,0,94.122,1.9251e+07,1
64,166.216,0,0.1,5.03851,0,0,0,95.616,1.92705e+07,1
65,167.71,0,0.1,4.49114,-2.11758e-22,0,0,97.11,1.9289e+07,1
66,169.204,0,0.1,3.96761,-2.5e-12,0,0,98.604,1.93064e+07,1
67,170.698,0,0.1,3.46936,2.5e-12,0,0,100.098,1.93227e+07,1
68,172.192,0,0.1,2.99925,2.5e-12,0,0,101.592,1.9338e+07,1
69,173.686,0,0.1,2.56121,6.35804e-20,0,0,103.086,1.93523e+07,1
70,175.18,0,0.1,2.15925,0,0,0,104.58,1.93659e+07,1
71,176.674,0,0.1,1.79623,5.29396e-23,0,0,106.074,1.93788e+07,1
72,178.168,0,0.1,1.47287,1.58819e-22,0,0,107.568,1.93909e+07,1
73,179.662,0,0.1,1.18749,-2.00535e-19,0,0,109.062,1.94023e+07,1
74,181.156,0,0.1,0.936521,2.5e-12,0,0,110.556,1.94128e+07,1
75,182.65,0,0.1,0.71555,1.36743e-19,0,0,112.05,1.94222e+07,1
76,184.144,0,0.1,0.520326,2.5e-12,0,0,113.544,1.94304e+07,1
77,185.638,0,0.1,0.347551,0,0,0,115.038,1.94374e+07,1
