vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
100,70,0.6,0.1,0.462265,-4.79418,-1.34717e-16,0,38.8,1.92956e+07,1
99,70,0.988,0.1,0.110701,-5.04828,0,0,38.412,1.9291e+07,1
98,70,1.376,0.1,0.00954071,-5.20122,0,0,38.024,1.9286e+07,1
97,70,1.764,0.1,0.00081385,-5.35277,0,0,37.636,1.92808e+07,1
96,70,2.152,0.1,6.87537e-05,-5.50589,0,1,37.248,1.92756e+07,1
95,70,2.54,0.1,5.99682e-06,-5.66088,0,0,36.86,1.92702e+07,1
94,70,2.928,0.1,9.82435e-07,-5.81773,0,0,36.472,1.92648e+07,1
93,70,3.316,0.1,4.66855e-07,-5.97641,0,0,36.084,1.92593e+07,1
92,70,3.704,0.1,2.4516e-07,-6.13692,0,0,35.696,1.92537e+07,1
91,70,4.092,0.1,1.79672e-07,-6.29924,0,0,35.308,1.9248e+07,1
90,70,4.48,0.1,2.17136e-07,-6.46338,0,0,34.92,1.92422e+07,1
89,70,4.868,0.1,1.70608e-07,-6.62933,0,0,34.532,1.92364e+07,1
88,70,5.256,0.1,8.93025e-08,-6.79708,0,0,34.144,1.92305e+07,1
87,70,5.644,0.1,3.4715e-08,-6.96665,0,0,33.756,1.92245e+07,1
86,70,6.032,0.1,1.1045e-08,-7.13802,0,0,33.368,1.92184e+07,1
85,70,6.42,0.1,3.09e-09,-7.31122,0,0,32.98,1.92122e+07,1
84,70,6.808,0.1,7.9e-10,-7.48625,0,0,32.592,1.9206e+07,1
83,70,7.196,0.1,1.825e-10,-7.66309,0,0,32.204,1.91997e+07,1
82,70,7.584,0.1,3.75e-11,-7.84178,0,0,31.816,1.91933e+07,1
81,70,7.972,0.1,7.5e-12,-8.0223,0,0,31.428,1.91868e+07,1
80,70,8.36,0.1,-8.09975e-21,-8.20469,0,0,31.04,1.91802e+07,1
79,70,8.748,0.1,3.38813e-21,-8.38892,0,0,30.652,1.91736e+07,1
78,70,9.136,0.1,6.93508e-21,-8.57503,0,0,30.264,1.9167e+07,1
77,70,9.524,0.1,3.36166e-21,-8.76301,0,0,29.876,1.91602e+07,1
76,70,9.912,0.1,-2.5e-12,-8.95286,0,0,29.488,1.91534e+07,1
75,70,10.3,0.1,-1.25e-11,-9.14458,0,0,29.1,1.91466e+07,1
74,70,10.688,0.1,-3.75e-11,-9.33819,0,0,28.712,1.91396e+07,1
73,70,11.076,0.1,-1.25e-10,-9.53368,0,0,28.324,1.91326e+07,1
72,70,11.464,0.1,-4.125e-10,-9.73103,0,0,27.936,1.91255e+07,1
71,70,11.852,0.1,-1.315e-09,-9.93025,0,0,27.548,1.91184e+07,1
70,70,12.24,0.1,-4.085e-09,-10.1313,0,0,27.16,1.91112e+07,1
69,70,12.628,0.1,-1.2315e-08,-10.3343,0,0,26.772,1.9104e+07,1
68,70,13.016,0.1,-3.5965e-08,-10.539,0,0,26.384,1.90967e+07,1
