vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
36,50,14.568,0.1,-0.031355,14.0149,0,0,13.968,1.89482e+07,1
37,50,14.956,0.1,-0.03344,13.8007,0,0,14.356,1.8957e+07,1
38,50,15.344,0.1,-0.0345925,13.5886,0,0,14.744,1.89656e+07,1
39,50,15.732,0.1,-0.0348725,13.3754,0,0,15.132,1.89742e+07,1
40,50,16.12,0.1,-0.0333125,13.1568,0,0,15.52,1.89827e+07,1
41,50,16.508,0.1,-0.029765,12.9331,0,0,15.908,1.89912e+07,1
42,50,16.896,0.1,-0.023665,12.707,0,0,16.296,1.89996e+07,1
43,50,17.284,0.1,-0.0139975,12.4823,0,0,16.684,1.9008e+07,1
44,50,17.672,0.1,-0.001205,12.2638,0,0,17.072,1.90164e+07,1
45,50,18.06,0.1,0.0165903,12.0554,0,0,17.46,1.90247e+07,1
46,50,18.448,0.1,0.0371393,11.8604,0,0,17.848,1.9033e+07,1
47,50,18.836,0.1,0.0544643,11.6813,0,0,18.236,1.90412e+07,1
48,50,19.224,0.1,0.0634317,11.5175,0,0,18.624,1.90492e+07,1
49,50,19.612,0.1,0.0614795,11.3656,0,0,19.012,1.90573e+07,1
50,50,20,0.1,0.0497625,11.221,0,0,19.4,1.90653e+07,1
51,50,20.388,0.1,0.0306505,11.0789,0,0,19.788,1.90732e+07,1
52,50,20.776,0.1,0.00810475,10.9352,0,0,20.176,1.9081e+07,1
53,50,21.164,0.1,-0.0137688,10.7868,0,0,20.564,1.90888e+07,1
54,50,21.552,0.1,-0.0301362,10.6315,0,0,20.952,1.90965e+07,1
55,50,21.94,0.1,-0.0396753,10.4674,0,0,21.34,1.91041e+07,1
56,50,22.328,0.1,-0.0429949,10.2945,0,0,21.728,1.91117e+07,1
57,50,22.716,0.1,-0.0414482,10.1144,0,0,22.116,1.91192e+07,1
58,50,23.104,0.1,-0.0367337,9.92811,0,0,22.504,1.91266e+07,1
59,50,23.492,0.1,-0.0304577,9.73715,0,0,22.892,1.9134e+07,1
60,50,23.88,0.1,-0.0238736,9.54274,0,0,23.28,1.91413e+07,1
61,50,24.268,0.1,-0.0178086,9.34607,0,0,23.668,1.91485e+07,1
62,50,24.656,0.1,-0.0127008,9.14824,0,0,24.056,1.91556e+07,1
63,50,25.044,0.1,-0.00868828,8.95018,0,0,24.444,1.91628e+07,1
64,50,25.432,0.1,-0.00571376,8.75268,0,0,24.832,1.91698e+07,1
65,50,25.82,0.1,-0.00361853,8.5563,0,0,25.22,1.91766e+07,1
66,50,26.208,0.1,-0.00220976,8.36147,0,0,25.608,1.91835e+07,1
67,50,26.596,0.1,-0.00130266,8.16848,0,0,25.996,1.91902e+07,1
68,50,26.984,0.1,-0.000741986,7.97752,0,0,26.384,1.91969e+07,1
69,50,27.372,0.1,-0.000408674,7.78873,0,0,26.772,1.92036e+07,1
70,50,27.76,0.1,-0.000217809,7.60219,0,0,27.16,1.921e+07,1
71,50,28.148,0.1,-0.000112399,7.41796,0,0,27.548,1.92165e+07,1
72,50,28.536,0.1,-5.61899e-05,7.23607,0,0,27.936,1.92228e+07,1
73,50,28.924,0.1,-2.72232e-05,7.05653,0,0,28.324,1.92292e+07,1
74,50,29.312,0.1,-1.27831e-05,6.87939,0,0,28.712,1.92354e+07,1
75,50,29.7,0.1,-5.81616e-06,6.70465,0,0,29.1,1.92414e+07,1
76,50,30.088,0.1,-2.56843e-06,6.53231,0,0,29.488,1.92475e+07,1
77,50,30.476,0.1,-1.10329e-06,6.3624,0,0,29.876,1.92534e+07,1
78,50,30.864,0.1,-4.60752e-07,6.19492,0,0,30.264,1.92592e+07,1
79,50,31.252,0.1,-1.87475e-07,6.02987,0,0,30.652,1.9265e+07,1
80,50,31.64,0.1,-7.44125e-08,5.86728,0,0,31.04,1.92708e+07,1
81,50,32.028,0.1,-2.82575e-08,5.70714,0,0,31.428,1.92764e+07,1
82,50,32.416,0.1,-1.02925e-08,5.54945,0,0,31.816,1.9282e+07,1
83,50,32.804,0.1,-4.5875e-09,5.39424,0,0,32.204,1.92874e+07,1
84,50,33.192,0.1,-1.64e-09,5.24149,0,0,32.592,1.92928e+07,1
85,50,33.58,0.1,2.8725e-09,5.09123,0,0,32.98,1.9298e+07,1
86,50,33.968,0.1,9.4075e-09,4.94344,0,0,33.368,1.93032e+07,1
87,50,34.356,0.1,2.87125e-08,4.79813,0,0,33.756,1.93083e+07,1
88,50,34.744,0.1,8.58175e-08,4.65532,0,0,34.144,1.93134e+07,1
89,50,35.132,0.1,1.83273e-07,4.51499,0,0,34.532,1.93182e+07,1
90,50,35.52,0.1,2.60605e-07,4.37713,0,0,34.92,1.93231e+07,1
91,50,35.908,0.1,2.44755e-07,4.24175,0,0,35.308,1.93278e+07,1
92,50,36.296,0.1,2.58711e-07,4.10885,0,0,35.696,1.93326e+07,1
93,50,36.684,0.1,8.20057e-07,3.97843,0,0,36.084,1.93371e+07,1
94,50,37.072,0.1,1.16461e-06,3.8505,0,0,36.472,1.93416e+07,1
95,50,37.46,0.1,5.13406e-06,3.72503,0,0,36.86,1.9346e+07,1
96,50,37.848,0.1,6.13356e-05,3.60205,0,0,37.248,1.93504e+07,1
97,50,38.236,0.1,0.00070303,3.48152,0,0,37.636,1.93546e+07,1
98,50,38.624,0.1,0.0079261,3.36316,0,0,38.024,1.93588e+07,1
99,50,39.012,0.1,0.0908732,3.24497,0,0,38.412,1.93628e+07,1
100,50,39.4,0.1,0.310258,3.04465,9.5772e-16,0,38.8,1.93665e+07,1
