vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
0,50,0.6,0.1,4.39346,36.5664,8.10722e-16,0,0,1.81701e+07,1
1,50,0.988,0.1,0.722592,36.8033,0,0,0.388,1.81739e+07,1
2,50,1.376,0.1,0.132585,36.6145,0,0,0.776,1.81786e+07,1
3,50,1.764,0.1,0.02381,36.4449,0,0,1.164,1.81834e+07,1
4,50,2.152,0.1,0.0039875,36.2876,0,0,1.552,1.81882e+07,1
5,50,2.54,0.1,-8.5e-05,36.1323,0,0,1.94,1.81932e+07,1
6,50,2.928,0.1,-0.0007375,35.9769,0,0,2.328,1.81982e+07,1
7,50,3.316,0.1,-0.00056,35.8205,0,0,2.716,1.82034e+07,1
8,50,3.704,0.1,-0.000255,35.6625,0,0,3.104,1.82086e+07,1
9,50,4.092,0.1,-9.75e-05,35.5023,0,0,3.492,1.82138e+07,1
10,50,4.48,0.1,-3.25e-05,35.3401,0,0,3.88,1.82192e+07,1
11,50,4.868,0.1,-4.25e-05,35.1757,0,0,4.268,1.82247e+07,1
12,50,5.256,0.1,-9e-05,35.0091,0,0,4.656,1.82302e+07,1
13,50,5.644,0.1,-0.0001175,34.8404,0,0,5.044,1.82358e+07,1
14,50,6.032,0.1,-0.0001125,34.6695,0,0,5.432,1.82415e+07,1
15,50,6.42,0.1,-9e-05,34.4962,0,0,5.82,1.82472e+07,1
16,50,6.808,0.1,-8.75e-05,34.3206,0,0,6.208,1.82531e+07,1
17,50,7.196,0.1,-0.00017,34.1426,0,0,6.596,1.8259e+07,1
18,50,7.584,0.1,-0.00043,33.9622,0,0,6.984,1.8265e+07,1
19,50,7.972,0.1,-0.000935,33.7792,0,0,7.372,1.8271e+07,1
20,50,8.36,0.1,-0.0016525,33.5936,0,0,7.76,1.82772e+07,1
21,50,8.748,0.1,-0.0025125,33.4052,0,0,8.148,1.82834e+07,1
22,50,9.136,0.1,-0.0034025,33.2138,0,0,8.536,1.82898e+07,1
23,50,9.524,0.1,-0.0042625,33.0199,0,0,8.924,1.82961e+07,1
24,50,9.912,0.1,-0.0050275,32.8238,0,0,9.312,1.83026e+07,1
25,50,10.3,0.1,-0.0057675,32.6264,0,0,9.7,1.83092e+07,1
26,50,10.688,0.1,-0.00664,32.4285,0,0,10.088,1.83158e+07,1
27,50,11.076,0.1,-0.0079025,32.2311,0,0,10.476,1.83224e+07,1
28,50,11.464,0.1,-0.00977,32.0355,0,0,10.864,1.83292e+07,1
29,50,11.852,0.1,-0.01231,31.8425,0,0,11.252,1.8336e+07,1
30,50,12.24,0.1,-0.0153675,31.6527,0,0,11.64,1.83429e+07,1
31,50,12.628,0.1,-0.018725,31.4661,0,0,12.028,1.83498e+07,1
32,50,13.016,0.1,-0.02218,31.2819,0,0,12.416,1.83569e+07,1
33,50,13.404,0.1,-0.0255075,31.0994,0,0,12.804,1.8364e+07,1
34,50,13.792,0.1,-0.0284175,30.9178,0,0,13.192,1.83712e+07,1
