vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,76.2,0,0,76.2,1.8e+07,0.5,76.2,0,0,76.2,1.8e+07,1,76.2,0,0,76.2,1.8e+07,0,76.2,0,0,76.2,1.8e+07,0,76.2,0,0,76.2,1.8e+07,0,76.2,0,0,76.2,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.01005,0,76.2,0,0,76.2,1.8e+07,0.5,76.2,5.75282e-08,0,76.2,1.8e+07,1,76.2,0,0,76.2,1.8e+07,0,76.2,-5.75282e-08,0,76.2,1.8e+07,0,76.2,-5.75282e-08,0,76.2,1.8e+07,0,76.2,5.75282e-08,0,76.2,1.8e+07,1,0,8.13572e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,76.2,-4.9738e-14,0,76.2,1.8e+07,0.5,76.2,3.41031e-08,0,76.2,1.8e+07,1,76.2,-4.9738e-14,0,76.2,1.8e+07,0,76.2,-3.41032e-08,0,76.2,1.8e+07,0,76.2,-3.41032e-08,0,76.2,1.8e+07,0,76.2,3.41031e-08,0,76.2,1.8e+07,1,0,4.82291e-08,0,0,0,0.707107,1
1,3,2,0.03,0,76.2,5.50671e-13,0,76.2,1.8e+07,0.5,76.2,2.17446e-08,0,76.2,1.8e+07,1,76.2,5.50671e-13,0,76.2,1.8e+07,0,76.2,-2.17435e-08,0,76.2,1.8e+07,0,76.2,-2.17435e-08,0,76.2,1.8e+07,0,76.2,2.17446e-08,0,76.2,1.8e+07,1,0,3.07507e-08,0,0,0,0.707107,1
1,4,2,0.04005,0,76.2,4.00124e-13,0,76.2,1.8e+07,0.5,76.2,1.45716e-08,0,76.2,1.8e+07,1,76.2,4.00124e-13,0,76.2,1.8e+07,0,76.2,-1.45708e-08,0,76.2,1.8e+07,0,76.2,-1.45708e-08,0,76.2,1.8e+07,0,76.2,1.45716e-08,0,76.2,1.8e+07,1,0,2.06068e-08,0,0,0,0.707107,1
1,5,2,0.04995,0,76.199,1.9984e-13,0,76.199,1.8e+07,0.5,76.199,1.06453e-08,0,76.199,1.8e+07,1,76.199,1.9984e-13,0,76.199,1.8e+07,0,76.199,-1.06449e-08,0,76.199,1.8e+07,0,76.199,-1.06449e-08,0,76.199,1.8e+07,0,76.199,1.06453e-08,0,76.199,1.8e+07,1,0,1.50544e-08,0,0,0,0.707107,1
1,6,2,0.06,0,75.6641,1.49214e-13,0,75.6641,1.79823e+07,0.5,75.6641,7.33928e-08,0,75.6641,1.79823e+07,1,75.6641,1.49214e-13,0,75.6641,1.79823e+07,0,75.6641,-7.33925e-08,0,75.6641,1.79823e+07,0,75.6641,-7.33925e-08,0,75.6641,1.79823e+07,0,75.6641,7.33928e-08,0,75.6641,1.79823e+07,1,0,1.03793e-07,0,0,0,0.707107,1
1,7,2,0.07005,0,76.0097,-8.65086e-13,0,76.0097,1.79937e+07,0.5,76.0097,6.99827e-09,0,76.0097,1.79937e+07,1,76.0097,-8.65086e-13,0,76.0097,1.79937e+07,0,76.0097,-7e-09,0,76.0097,1.79937e+07,0,76.0097,-7e-09,0,76.0097,1.79937e+07,0,76.0097,6.99827e-09,0,76.0097,1.79937e+07,1,0,9.89827e-09,0,0,0,0.707107,1
1,8,2,0.07995,0,76.031,5.9952e-13,0,76.031,1.79944e+07,0.5,76.031,1.90577e-08,0,76.031,1.79944e+07,1,76.031,5.9952e-13,0,76.031,1.79944e+07,0,76.031,-1.90565e-08,0,76.031,1.79944e+07,0,76.031,-1.90565e-08,0,76.031,1.79944e+07,0,76.031,1.90577e-08,0,76.031,1.79944e+07,1,0,2.69508e-08,0,0,0,0.707107,1
1,9,2,0.09,0,76.03,-1.15019e-12,0,76.03,1.79944e+07,0.5,76.03,1.75885e-08,0,76.03,1.79944e+07,1,76.03,-1.15019e-12,0,76.03,1.79944e+07,0,76.03,-1.75908e-08,0,76.03,1.79944e+07,0,76.03,-1.75908e-08,0,76.03,1.79944e+07,0,76.03,1.75885e-08,0,76.03,1.79944e+07,1,0,2.48755e-08,0,0,0,0.707107,1
1,10,2,0.10005,0,76.0305,-4.49418e-13,0,76.0305,1.79944e+07,0.5,76.0305,1.52072e-08,0,76.0305,1.79944e+07,1,76.0305,-4.49418e-13,0,76.0305,1.79944e+07,0,76.0305,-1.52081e-08,0,76.0305,1.79944e+07,0,76.0305,-1.52081e-08,0,76.0305,1.79944e+07,0,76.0305,1.52072e-08,0,76.0305,1.79944e+07,1,0,2.15069e-08,0,0,0,0.707107,1
1,11,2,0.10995,0,75.8685,-4.9738e-14,0,75.8685,1.79891e+07,0.5,75.8685,6.91991e-08,0,75.8685,1.79891e+07,1,75.8685,-4.9738e-14,0,75.8685,1.79891e+07,0,75.8685,-6.91992e-08,0,75.8685,1.79891e+07,0,75.8685,-6.91992e-08,0,75.8685,1.79891e+07,0,75.8685,6.91991e-08,0,75.8685,1.79891e+07,1,0,9.78624e-08,0,0,0,0.707107,1
1,12,2,0.12,0,75.6163,-3.49942e-13,0,75.6163,1.79807e+07,0.5,75.6163,3.09283e-08,0,75.6163,1.79807e+07,1,75.6163,-3.49942e-13,0,75.6163,1.79807e+07,0,75.6163,-3.0929e-08,0,75.6163,1.79807e+07,0,75.6163,-3.0929e-08,0,75.6163,1.79807e+07,0,75.6163,3.09283e-08,0,75.6163,1.79807e+07,1,0,4.37397e-08,0,0,0,0.707107,1
1,13,2,0.13005,0,75.8425,-6.50147e-13,0,75.8425,1.79882e+07,0.5,75.8425,2.56699e-08,0,75.8425,1.79882e+07,1,75.8425,-6.50147e-13,0,75.8425,1.79882e+07,0,75.8425,-2.56712e-08,0,75.8425,1.79882e+07,0,75.8425,-2.56712e-08,0,75.8425,1.79882e+07,0,75.8425,2.56699e-08,0,75.8425,1.79882e+07,1,0,3.63036e-08,0,0,0,0.707107,1
1,14,2,0.13995,0,75.5304,2.4869e-13,0,75.5304,1.79779e+07,0.5,75.5304,9.52832e-08,0,75.5304,1.79779e+07,1,75.5304,2.4869e-13,0,75.5304,1.79779e+07,0,75.5304,-9.52827e-08,0,75.5304,1.79779e+07,0,75.5304,-9.52827e-08,0,75.5304,1.79779e+07,0,75.5304,9.52832e-08,0,75.5304,1.79779e+07,1,0,1.3475e-07,0,0,0,0.707107,1
1,15,2,0.15,0,75.5586,-5.49782e-13,0,75.5586,1.79788e+07,0.5,75.5586,2.44346e-08,0,75.5586,1.79788e+07,1,75.5586,-5.49782e-13,0,75.5586,1.79788e+07,0,75.5586,-2.44357e-08,0,75.5586,1.79788e+07,0,75.5586,-2.44357e-08,0,75.5586,1.79788e+07,0,75.5586,2.44346e-08,0,75.5586,1.79788e+07,1,0,3.45565e-08,0,0,0,0.707107,1
1,16,2,0.16005,0,75.6849,1.00364e-13,0,75.6849,1.7983e+07,0.5,75.6849,2.9173e-08,0,75.6849,1.7983e+07,1,75.6849,1.00364e-13,0,75.6849,1.7983e+07,0,75.6849,-2.91728e-08,0,75.6849,1.7983e+07,0,75.6849,-2.91728e-08,0,75.6849,1.7983e+07,0,75.6849,2.9173e-08,0,75.6849,1.7983e+07,1,0,4.12567e-08,0,0,0,0.707107,1
1,17,2,0.16995,0,75.6872,3.49942e-13,0,75.6872,1.79831e+07,0.5,75.6872,3.32666e-08,0,75.6872,1.79831e+07,1,75.6872,3.49942e-13,0,75.6872,1.79831e+07,0,75.6872,-3.32659e-08,0,75.6872,1.79831e+07,0,75.6872,-3.32659e-08,0,75.6872,1.79831e+07,0,75.6872,3.32666e-08,0,75.6872,1.79831e+07,1,0,4.70456e-08,0,0,0,0.707107,1
1,18,2,0.18,0,75.6454,-6.00409e-13,0,75.6454,1.79846e+07,0.5,75.6454,5.61897e-08,0,75.6454,1.79846e+07,1,75.6454,-6.00409e-13,0,75.6454,1.79846e+07,0,75.6454,-5.61909e-08,0,75.6454,1.79846e+07,0,75.6454,-5.61909e-08,0,75.6454,1.79846e+07,0,75.6454,5.61897e-08,0,75.6454,1.79846e+07,1,0,7.94651e-08,0,0,0,0.707107,1
1,19,2,0.19005,0,75.1368,0,0,75.1368,1.79922e+07,0.5,75.1368,2.07929e-07,0,75.1368,1.79922e+07,1,75.1368,0,0,75.1368,1.79922e+07,0,75.1368,-2.07929e-07,0,75.1368,1.79922e+07,0,75.1368,-2.07929e-07,0,75.1368,1.79922e+07,0,75.1368,2.07929e-07,0,75.1368,1.79922e+07,1,0,2.94056e-07,0,0,0,0.707107,1
1,20,2,0.19995,0,73.8152,4.9738e-13,0,73.8152,1.80192e+07,0.5,73.8152,2.18933e-07,0,73.8152,1.80192e+07,1,73.8152,4.9738e-13,0,73.8152,1.80192e+07,0,73.8152,-2.18932e-07,0,73.8152,1.80192e+07,0,73.8152,-2.18932e-07,0,73.8152,1.80192e+07,0,73.8152,2.18933e-07,0,73.8152,1.80192e+07,1,0,3.09617e-07,0,0,0,0.707107,1
1,21,2,0.21,0,72.0341,0,0,72.0341,1.80905e+07,0.5,72.0341,2.57252e-07,0,72.0341,1.80905e+07,1,72.0341,0,0,72.0341,1.80905e+07,0,72.0341,-2.57252e-07,0,72.0341,1.80905e+07,0,72.0341,-2.57252e-07,0,72.0341,1.80905e+07,0,72.0341,2.57252e-07,0,72.0341,1.80905e+07,1,0,3.63809e-07,0,0,0,0.707107,1
1,22,2,0.22005,0,69.1169,-1.00897e-12,0,69.1169,1.81894e+07,0.5,69.1169,2.51688e-07,0,69.1169,1.81894e+07,1,69.1169,-1.00897e-12,0,69.1169,1.81894e+07,0,69.1169,-2.5169e-07,0,69.1169,1.81894e+07,0,69.1169,-2.5169e-07,0,69.1169,1.81894e+07,0,69.1169,2.51688e-07,0,69.1169,1.81894e+07,1,0,3.55942e-07,0,0,0,0.707107,1
1,23,2,0.22995,0,65.1997,-4.9738e-13,0,65.1997,1.83205e+07,0.5,65.1997,1.4925e-07,0,65.1997,1.83205e+07,1,65.1997,-4.9738e-13,0,65.1997,1.83205e+07,0,65.1997,-1.49251e-07,0,65.1997,1.83205e+07,0,65.1997,-1.49251e-07,0,65.1997,1.83205e+07,0,65.1997,1.4925e-07,0,65.1997,1.83205e+07,1,0,2.11072e-07,0,0,0,0.707107,1
1,24,2,0.24,0,60.1834,4.50306e-13,0,60.1834,1.84897e+07,0.5,60.1834,2.83424e-08,0,60.1834,1.84897e+07,1,60.1834,4.50306e-13,0,60.1834,1.84897e+07,0,60.1834,-2.83415e-08,0,60.1834,1.84897e+07,0,60.1834,-2.83415e-08,0,60.1834,1.84897e+07,0,60.1834,2.83424e-08,0,60.1834,1.84897e+07,1,0,4.00816e-08,0,0,0,0.707107,1
1,25,2,0.25005,0,54.187,0,0,54.187,1.86937e+07,0.5,54.187,2.93311e-07,0,54.187,1.86937e+07,1,54.187,0,0,54.187,1.86937e+07,0,54.187,-2.93311e-07,0,54.187,1.86937e+07,0,54.187,-2.93311e-07,0,54.187,1.86937e+07,0,54.187,2.93311e-07,0,54.187,1.86937e+07,1,0,4.14804e-07,0,0,0,0.707107,1
