vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(p),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(p),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(p),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(p),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(p),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(p),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(p),std(vtkOriginalCellIds),vtkValidPointMask
1,0,2,0,0,76.2,0,0,76.2,1.8e+07,0.5,76.2,0,0,76.2,1.8e+07,1,76.2,0,0,76.2,1.8e+07,0,76.2,0,0,76.2,1.8e+07,0,76.2,0,0,76.2,1.8e+07,0,76.2,0,0,76.2,1.8e+07,1,0,0,0,0,0,0.707107,1
1,1,2,0.01005,0,76.2,-4.49418e-13,0,76.2,1.8e+07,0.5,76.2,5.75276e-08,0,76.2,1.8e+07,1,76.2,-4.49418e-13,0,76.2,1.8e+07,0,76.2,-5.75285e-08,0,76.2,1.8e+07,0,76.2,-5.75285e-08,0,76.2,1.8e+07,0,76.2,5.75276e-08,0,76.2,1.8e+07,1,0,8.13569e-08,0,0,0,0.707107,1
1,2,2,0.01995,0,76.1592,-9.50351e-13,0,76.1592,1.80013e+07,0.5,76.1592,3.63392e-08,0,76.1592,1.80013e+07,1,76.1592,-9.50351e-13,0,76.1592,1.80013e+07,0,76.1592,-3.63411e-08,0,76.1592,1.80013e+07,0,76.1592,-3.63411e-08,0,76.1592,1.80013e+07,0,76.1592,3.63392e-08,0,76.1592,1.80013e+07,1,0,5.13927e-08,0,0,0,0.707107,1
1,3,2,0.03,0,75.5883,-9.50351e-13,0,75.5883,1.80202e+07,0.5,75.5883,1.78302e-08,0,75.5883,1.80202e+07,1,75.5883,-9.50351e-13,0,75.5883,1.80202e+07,0,75.5883,-1.78321e-08,0,75.5883,1.80202e+07,0,75.5883,-1.78321e-08,0,75.5883,1.80202e+07,0,75.5883,1.78302e-08,0,75.5883,1.80202e+07,1,0,2.52171e-08,0,0,0,0.707107,1
1,4,2,0.04005,0,74.2592,-8.98837e-13,0,74.2592,1.80641e+07,0.5,74.2592,3.083e-08,0,74.2592,1.80641e+07,1,74.2592,-8.98837e-13,0,74.2592,1.80641e+07,0,74.2592,-3.08318e-08,0,74.2592,1.80641e+07,0,74.2592,-3.08318e-08,0,74.2592,1.80641e+07,0,74.2592,3.083e-08,0,74.2592,1.80641e+07,1,0,4.36015e-08,0,0,0,0.707107,1
1,5,2,0.04995,0,72.1814,-1.49925e-12,0,72.1814,1.81331e+07,0.5,72.1814,1.50644e-07,0,72.1814,1.81331e+07,1,72.1814,-1.49925e-12,0,72.1814,1.81331e+07,0,72.1814,-1.50647e-07,0,72.1814,1.81331e+07,0,72.1814,-1.50647e-07,0,72.1814,1.81331e+07,0,72.1814,1.50644e-07,0,72.1814,1.81331e+07,1,0,2.13045e-07,0,0,0,0.707107,1
1,6,2,0.06,0,69.2856,0,0,69.2856,1.82296e+07,0.5,69.2856,2.53378e-07,0,69.2856,1.82296e+07,1,69.2856,0,0,69.2856,1.82296e+07,0,69.2856,-2.53378e-07,0,69.2856,1.82296e+07,0,69.2856,-2.53378e-07,0,69.2856,1.82296e+07,0,69.2856,2.53378e-07,0,69.2856,1.82296e+07,1,0,3.58331e-07,0,0,0,0.707107,1
1,7,2,0.07005,0,65.6164,-4.9738e-13,0,65.6164,1.83525e+07,0.5,65.6164,3.89731e-07,0,65.6164,1.83525e+07,1,65.6164,-4.9738e-13,0,65.6164,1.83525e+07,0,65.6164,-3.89732e-07,0,65.6164,1.83525e+07,0,65.6164,-3.89732e-07,0,65.6164,1.83525e+07,0,65.6164,3.89731e-07,0,65.6164,1.83525e+07,1,0,5.51164e-07,0,0,0,0.707107,1
1,8,2,0.07995,0,61.2919,-5.11591e-13,0,61.2919,1.84984e+07,0.5,61.2919,5.61236e-07,0,61.2919,1.84984e+07,1,61.2919,-5.11591e-13,0,61.2919,1.84984e+07,0,61.2919,-5.61237e-07,0,61.2919,1.84984e+07,0,61.2919,-5.61237e-07,0,61.2919,1.84984e+07,0,61.2919,5.61236e-07,0,61.2919,1.84984e+07,1,0,7.93708e-07,0,0,0,0.707107,1
1,9,2,0.09,0,56.2573,1.02318e-12,0,56.2573,1.86696e+07,0.5,56.2573,7.72037e-07,0,56.2573,1.86696e+07,1,56.2573,1.02318e-12,0,56.2573,1.86696e+07,0,56.2573,-7.72035e-07,0,56.2573,1.86696e+07,0,56.2573,-7.72035e-07,0,56.2573,1.86696e+07,0,56.2573,7.72037e-07,0,56.2573,1.86696e+07,1,0,1.09182e-06,0,0,0,0.707107,1
