vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
100,70,0.6,0.1,0.977103,-10.5677,-1.29397e-16,0,38.8,1.90854e+07,1
99,70,0.988,0.1,0.183911,-10.9681,0,0,38.412,1.90786e+07,1
98,70,1.376,0.1,0.0151995,-11.1837,0,0,38.024,1.90712e+07,1
97,70,1.764,0.1,0.00122754,-11.3947,0,0,37.636,1.90638e+07,1
96,70,2.152,0.1,9.83525e-05,-11.6069,0,1,37.248,1.90564e+07,1
95,70,2.54,0.1,7.67732e-06,-11.8208,0,0,36.86,1.90488e+07,1
94,70,2.928,0.1,9.13872e-07,-12.0365,0,0,36.472,1.90413e+07,1
93,70,3.316,0.1,3.2864e-07,-12.2538,0,0,36.084,1.90337e+07,1
92,70,3.704,0.1,1.29181e-07,-12.4728,0,0,35.696,1.90261e+07,1
91,70,4.092,0.1,1.4587e-07,-12.6936,0,0,35.308,1.90184e+07,1
90,70,4.48,0.1,1.51427e-07,-12.916,0,0,34.92,1.90108e+07,1
89,70,4.868,0.1,9.50812e-08,-13.14,0,0,34.532,1.9003e+07,1
88,70,5.256,0.1,4.10375e-08,-13.3657,0,0,34.144,1.89952e+07,1
87,70,5.644,0.1,1.37425e-08,-13.5929,0,0,33.756,1.89874e+07,1
86,70,6.032,0.1,3.9425e-09,-13.8217,0,0,33.368,1.89796e+07,1
85,70,6.42,0.1,1.02e-09,-14.052,0,0,32.98,1.89718e+07,1
84,70,6.808,0.1,2.45e-10,-14.2838,0,0,32.592,1.8964e+07,1
83,70,7.196,0.1,4.75e-11,-14.517,0,0,32.204,1.8956e+07,1
82,70,7.584,0.1,1e-11,-14.7516,0,0,31.816,1.89481e+07,1
81,70,7.972,0.1,2.5e-12,-14.9875,0,0,31.428,1.89402e+07,1
80,70,8.36,0.1,-5.74394e-21,-15.2247,0,0,31.04,1.89322e+07,1
79,70,8.748,0.1,2.38228e-21,-15.4632,0,0,30.652,1.89242e+07,1
78,70,9.136,0.1,4.92338e-21,-15.7028,0,0,30.264,1.89162e+07,1
77,70,9.524,0.1,-2.5e-12,-15.9433,0,0,29.876,1.89081e+07,1
76,70,9.912,0.1,-1.56172e-20,-16.185,0,0,29.488,1.89e+07,1
75,70,10.3,0.1,-5e-12,-16.4276,0,0,29.1,1.8892e+07,1
