vtkOriginalIndices,Points:0,Points:1,Points:2,U:0,U:1,U:2,__vtkIsSelected__,arc_length,p,vtkValidPointMask
100,70,0.6,0.1,1.99152,-21.7665,-1.20171e-16,0,38.8,1.86838e+07,1
99,70,0.988,0.1,0.326678,-22.3971,0,0,38.412,1.86762e+07,1
98,70,1.376,0.1,0.0259623,-22.6533,0,0,38.024,1.8668e+07,1
97,70,1.764,0.1,0.00201755,-22.8979,0,0,37.636,1.86598e+07,1
96,70,2.152,0.1,0.00015612,-23.1418,0,1,37.248,1.86516e+07,1
95,70,2.54,0.1,1.23327e-05,-23.3855,0,0,36.86,1.86434e+07,1
94,70,2.928,0.1,1.07456e-06,-23.6292,0,0,36.472,1.86354e+07,1
93,70,3.316,0.1,1.34064e-07,-23.8726,0,0,36.084,1.86272e+07,1
92,70,3.704,0.1,1.03701e-07,-24.1158,0,0,35.696,1.86192e+07,1
91,70,4.092,0.1,8.3692e-08,-24.3587,0,0,35.308,1.86112e+07,1
90,70,4.48,0.1,4.12085e-08,-24.6014,0,0,34.92,1.86031e+07,1
89,70,4.868,0.1,1.4281e-08,-24.8437,0,0,34.532,1.85952e+07,1
88,70,5.256,0.1,4.0045e-09,-25.0856,0,0,34.144,1.85872e+07,1
87,70,5.644,0.1,1.009e-09,-25.327,0,0,33.756,1.85792e+07,1
86,70,6.032,0.1,2.2875e-10,-25.568,0,0,33.368,1.85714e+07,1
85,70,6.42,0.1,4.875e-11,-25.8085,0,0,32.98,1.85636e+07,1
84,70,6.808,0.1,8e-12,-26.0483,0,0,32.592,1.85556e+07,1
83,70,7.196,0.1,2.25e-12,-26.2874,0,0,32.204,1.85479e+07,1
82,70,7.584,0.1,-1.25e-12,-26.5259,0,0,31.816,1.85402e+07,1
81,70,7.972,0.1,-5e-13,-26.7635,0,0,31.428,1.85324e+07,1
80,70,8.36,0.1,1e-12,-27.0004,0,0,31.04,1.85247e+07,1
79,70,8.748,0.1,7.5e-13,-27.2363,0,0,30.652,1.85171e+07,1
78,70,9.136,0.1,-1e-12,-27.4713,0,0,30.264,1.85094e+07,1
77,70,9.524,0.1,1.11173e-21,-27.7052,0,0,29.876,1.85019e+07,1
76,70,9.912,0.1,-7.25272e-21,-27.938,0,0,29.488,1.84943e+07,1
75,70,10.3,0.1,5e-13,-28.1695,0,0,29.1,1.84868e+07,1
74,70,10.688,0.1,-5e-13,-28.4,0,0,28.712,1.84793e+07,1
73,70,11.076,0.1,-1.25e-12,-28.629,0,0,28.324,1.84718e+07,1
72,70,11.464,0.1,-6e-12,-28.8566,0,0,27.936,1.84644e+07,1
71,70,11.852,0.1,-2.15e-11,-29.083,0,0,27.548,1.8457e+07,1
70,70,12.24,0.1,-7.275e-11,-29.3077,0,0,27.16,1.84498e+07,1
69,70,12.628,0.1,-2.3775e-10,-29.5309,0,0,26.772,1.84424e+07,1
68,70,13.016,0.1,-7.5925e-10,-29.7525,0,0,26.384,1.84352e+07,1
67,70,13.404,0.1,-2.357e-09,-29.9723,0,0,25.996,1.84279e+07,1
66,70,13.792,0.1,-7.11375e-09,-30.1905,0,0,25.608,1.84207e+07,1
65,70,14.18,0.1,-2.08455e-08,-30.407,0,0,25.22,1.84136e+07,1
64,70,14.568,0.1,-5.92755e-08,-30.6217,0,0,24.832,1.84064e+07,1
63,70,14.956,0.1,-1.63563e-07,-30.8346,0,0,24.444,1.83994e+07,1
62,70,15.344,0.1,-4.34656e-07,-31.0456,0,0,24.056,1.83922e+07,1
61,70,15.732,0.1,-1.1143e-06,-31.2547,0,0,23.668,1.83852e+07,1
60,70,16.12,0.1,-2.78406e-06,-31.462,0,0,23.28,1.83783e+07,1
59,70,16.508,0.1,-6.73089e-06,-31.6674,0,0,22.892,1.83714e+07,1
58,70,16.896,0.1,-1.57694e-05,-31.8709,0,0,22.504,1.83645e+07,1
57,70,17.284,0.1,-3.57351e-05,-32.0725,0,0,22.116,1.83577e+07,1
56,70,17.672,0.1,-7.82065e-05,-32.2722,0,0,21.728,1.83509e+07,1
55,70,18.06,0.1,-0.000165126,-32.4699,0,0,21.34,1.83442e+07,1
54,70,18.448,0.1,-0.000336076,-32.6658,0,0,20.952,1.83374e+07,1
53,70,18.836,0.1,-0.000658753,-32.8597,0,0,20.564,1.83308e+07,1
52,70,19.224,0.1,-0.0012424,-33.0517,0,0,20.176,1.83242e+07,1
51,70,19.612,0.1,-0.00225213,-33.2415,0,0,19.788,1.83178e+07,1
50,70,20,0.1,-0.00391925,-33.4291,0,0,19.4,1.83113e+07,1
49,70,20.388,0.1,-0.00653854,-33.6141,0,0,19.012,1.83049e+07,1
48,70,20.776,0.1,-0.0104398,-33.7961,0,0,18.624,1.82986e+07,1
47,70,21.164,0.1,-0.0159191,-33.9744,0,0,18.236,1.82922e+07,1
46,70,21.552,0.1,-0.0231194,-34.1481,0,0,17.848,1.8286e+07,1
45,70,21.94,0.1,-0.0318629,-34.316,0,0,17.46,1.82799e+07,1
44,70,22.328,0.1,-0.0414613,-34.4768,0,0,17.072,1.82738e+07,1
43,70,22.716,0.1,-0.0505657,-34.6291,0,0,16.684,1.82678e+07,1
42,70,23.104,0.1,-0.057143,-34.7711,0,0,16.296,1.8262e+07,1
41,70,23.492,0.1,-0.0587161,-34.9012,0,0,15.908,1.8256e+07,1
40,70,23.88,0.1,-0.0528329,-35.0175,0,0,15.52,1.82503e+07,1
39,70,24.268,0.1,-0.0379663,-35.1183,0,0,15.132,1.82446e+07,1
38,70,24.656,0.1,-0.0141462,-35.2042,0,0,14.744,1.8239e+07,1
37,70,25.044,0.1,0.0143618,-35.2788,0,0,14.356,1.82334e+07,1
36,70,25.432,0.1,0.0406118,-35.3467,0,0,13.968,1.8228e+07,1
35,70,25.82,0.1,0.0582455,-35.4151,0,0,13.58,1.82226e+07,1
34,70,26.208,0.1,0.0633835,-35.4912,0,0,13.192,1.82172e+07,1
33,70,26.596,0.1,0.055912,-35.581,0,0,12.804,1.8212e+07,1
32,70,26.984,0.1,0.0387335,-35.6873,0,0,12.416,1.82068e+07,1
31,70,27.372,0.1,0.01779,-35.8084,0,0,12.028,1.82016e+07,1
30,70,27.76,0.1,-0.0005075,-35.9393,0,0,11.64,1.81966e+07,1
29,70,28.148,0.1,-0.01365,-36.0746,0,0,11.252,1.81916e+07,1
28,70,28.536,0.1,-0.022575,-36.21,0,0,10.864,1.81868e+07,1
27,70,28.924,0.1,-0.0275425,-36.3416,0,0,10.476,1.8182e+07,1
26,70,29.312,0.1,-0.0291175,-36.4671,0,0,10.088,1.81773e+07,1
25,70,29.7,0.1,-0.0278825,-36.5857,0,0,9.7,1.81726e+07,1
24,70,30.088,0.1,-0.02495,-36.6981,0,0,9.312,1.81681e+07,1
23,70,30.476,0.1,-0.0214725,-36.8081,0,0,8.924,1.81636e+07,1
22,70,30.864,0.1,-0.01799,-36.9186,0,0,8.536,1.81592e+07,1
21,70,31.252,0.1,-0.0147225,-37.0323,0,0,8.148,1.8155e+07,1
20,70,31.64,0.1,-0.0117525,-37.1512,0,0,7.76,1.81508e+07,1
19,70,32.028,0.1,-0.0091575,-37.276,0,0,7.372,1.81466e+07,1
18,70,32.416,0.1,-0.0069725,-37.4042,0,0,6.984,1.81425e+07,1
17,70,32.804,0.1,-0.00511,-37.5336,0,0,6.596,1.81384e+07,1
16,70,33.192,0.1,-0.0034825,-37.6623,0,0,6.208,1.81345e+07,1
15,70,33.58,0.1,-0.0021075,-37.7889,0,0,5.82,1.81306e+07,1
14,70,33.968,0.1,-0.0010825,-37.9129,0,0,5.432,1.81268e+07,1
13,70,34.356,0.1,-0.000485,-38.034,0,0,5.044,1.8123e+07,1
12,70,34.744,0.1,-0.00024,-38.1522,0,0,4.656,1.81193e+07,1
11,70,35.132,0.1,-0.0001925,-38.2679,0,0,4.268,1.81157e+07,1
10,70,35.52,0.1,-0.0001475,-38.3811,0,0,3.88,1.81121e+07,1
9,70,35.908,0.1,-4.5e-05,-38.4918,0,0,3.492,1.81086e+07,1
8,70,36.296,0.1,6e-05,-38.6002,0,0,3.104,1.81052e+07,1
7,70,36.684,0.1,3.25e-05,-38.7065,0,0,2.716,1.81018e+07,1
6,70,37.072,0.1,-9.25e-05,-38.8105,0,0,2.328,1.80984e+07,1
5,70,37.46,0.1,0.000125,-38.9125,0,0,1.94,1.80951e+07,1
4,70,37.848,0.1,0.0034575,-39.0131,0,0,1.552,1.80919e+07,1
3,70,38.236,0.1,0.0224375,-39.1146,0,0,1.164,1.80887e+07,1
2,70,38.624,0.1,0.13516,-39.2289,0,0,0.776001,1.80856e+07,1
1,70,39.012,0.1,0.766725,-39.3551,0,0,0.388,1.80826e+07,1
0,70,39.4,0.1,4.67497,-39.0402,-8.78132e-17,0,0,1.80803e+07,1
