vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(vtkOriginalCellIds),vtkValidPointMask
1,0,200,0,0,30.1935,30.1935,0,42.7001,99.5,30.1935,30.1935,0,42.7001,199,30.1935,30.1935,0,42.7001,99,30.1935,30.1935,0,42.7001,0,30.1935,30.1935,0,42.7001,49,30.1935,30.1935,0,42.7001,149,0,0,0,0,57.8792,1
1,1,200,0.01,0,27.591,27.1579,-3.15555e-16,42.9428,99.5,50.9246,51.287,1.14121e-13,52.0958,199,29.6533,29.4621,0,42.4711,99,-0.13876,1.20951,-1.14345e-13,33.693,0,15.5739,15.8984,-4.58922e-15,39.3577,49,38.0982,37.8887,3.66348e-15,46.9785,149,13.5559,13.6307,2.03228e-14,4.74913,57.8792,1
1,2,200,0.02,0,28.3619,27.2688,-3.23115e-16,43.4189,99.5,56.9796,47.7732,1.11987e-13,58.0185,199,29.9433,30.3578,0,41.5287,99,0.863788,1.13031,-1.12077e-13,33.4414,0,16.8028,16.0755,-4.58298e-15,38.3846,49,37.6882,38.9677,3.56293e-15,46.9709,149,14.3671,13.2963,2.02123e-14,6.65578,57.8792,1
1,3,200,0.03,0,28.4762,27.6447,-3.19893e-16,43.7457,99.5,58.3597,52.9128,1.13228e-13,59.8504,199,28.6879,29.3676,0,41.3211,99,0.940158,1.11614,-1.13336e-13,32.1906,0,17.0527,15.5555,-4.59304e-15,36.9319,49,38.1664,39.0928,3.51126e-15,50.0653,149,14.6786,14.0268,2.02908e-14,8.48204,57.8792,1
1,4,200,0.04,0,28.3708,27.6799,-3.17964e-16,43.7267,99.5,58.6676,55.1128,1.13687e-13,60.3249,199,28.6996,28.716,0,41.195,99,0.682313,1.11286,-1.13711e-13,31.658,0,16.5027,15.5566,-4.60119e-15,35.6338,49,38.282,38.6511,3.49734e-15,51.6538,149,14.9296,14.355,2.03371e-14,9.28964,57.8792,1
1,5,200,0.05,0,28.3141,27.6798,-3.171e-16,43.7056,99.5,58.7357,55.8785,1.13804e-13,60.4383,199,28.6091,28.4426,0,41.3676,99,0.564787,1.11203,-1.13792e-13,31.4399,0,16.1675,15.5577,-4.60655e-15,34.8865,49,38.2698,38.1189,3.49397e-15,52.2785,149,15.0329,14.4777,2.03561e-14,9.5686,57.8792,1
1,6,200,0.06,0,28.2036,27.5761,-3.17088e-16,43.5471,99.5,58.5891,55.8797,1.13876e-13,60.2812,199,28.4998,28.2193,0,41.2652,99,0.520854,1.10852,-1.13858e-13,31.2538,0,16.0317,15.506,-4.61045e-15,34.5826,49,38.1575,37.8174,3.49696e-15,52.3095,149,15.0239,14.4547,2.03718e-14,9.61694,57.8792,1
1,7,200,0.07,0,28.1723,27.5772,-3.17007e-16,43.5246,99.5,58.4867,55.9561,1.1389e-13,60.2186,199,28.4616,28.1877,0,41.2982,99,0.517185,1.10736,-1.13874e-13,31.2171,0,16.0067,15.4978,-4.61121e-15,34.5234,49,38.108,37.8473,3.49686e-15,52.3859,149,15.0059,14.4762,2.03747e-14,9.63418,57.8792,1
1,8,200,0.08,0,28.2352,27.6297,-3.16912e-16,43.6165,99.5,58.6352,56.0737,1.13861e-13,60.347,199,28.5358,28.2376,0,41.3783,99,0.503856,1.10967,-1.13843e-13,31.2799,0,16.0366,15.5326,-4.60982e-15,34.5617,49,38.1996,37.9217,3.49489e-15,52.4875,149,15.0475,14.5015,2.03685e-14,9.6558,57.8792,1
1,9,200,0.09,0,28.1807,27.5685,-3.17053e-16,43.5265,99.5,58.5405,55.9427,1.13893e-13,60.2429,199,28.4808,28.1739,0,41.2824,99,0.499338,1.10761,-1.13875e-13,31.2088,0,16.0014,15.5012,-4.61122e-15,34.4832,49,38.1325,37.8311,3.49708e-15,52.3674,149,15.0241,14.4662,2.03751e-14,9.63856,57.8792,1
