vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(vtkOriginalCellIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(vtkOriginalCellIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(vtkOriginalCellIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(vtkOriginalCellIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(vtkOriginalCellIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(vtkOriginalCellIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(vtkOriginalCellIds),vtkValidPointMask
1,0,200,0,0,30.1935,-30.1935,0,42.7001,99.5,30.1935,-30.1935,0,42.7001,199,30.1935,-30.1935,0,42.7001,99,30.1935,-30.1935,0,42.7001,0,30.1935,-30.1935,0,42.7001,49,30.1935,-30.1935,0,42.7001,149,0,0,0,0,57.8792,1
1,1,200,0.01,0,27.6545,-27.1588,-3.44053e-16,43.0082,99.5,51.8915,-1.19138,5.30025e-14,52.4576,199,29.7376,-29.401,0,42.4676,99,-0.226062,-51.1834,-4.20698e-14,33.7594,0,15.4782,-37.8293,-2.69159e-15,39.3335,49,38.0886,-15.6446,1.33217e-15,47.041,149,13.6727,13.6249,1.22488e-14,4.84758,57.8792,1
1,2,200,0.02,0,28.4228,-27.363,-3.52015e-16,43.5188,99.5,57.3905,-1.12884,5.3339e-14,58.632,199,29.6383,-30.5302,0,41.5416,99,0.835881,-48.4645,-4.08599e-14,33.0421,0,16.8381,-39.2344,-2.63718e-15,38.2301,49,37.856,-15.9894,1.33551e-15,47.3163,149,14.454,13.3731,1.22595e-14,6.98275,57.8792,1
1,3,200,0.03,0,28.246,-27.4672,-3.46578e-16,43.4228,99.5,57.8612,-1.11411,5.3962e-14,59.5684,199,28.5718,-29.0589,0,40.9516,99,0.832149,-52.9961,-4.12788e-14,31.6867,0,16.987,-38.8386,-2.6172e-15,36.526,49,38.0955,-15.4786,1.32523e-15,50.0583,149,14.6141,13.9747,1.22772e-14,8.59838,57.8792,1
1,4,200,0.04,0,28.3015,-27.6631,-3.44859e-16,43.656,99.5,58.3363,-1.11751,5.40411e-14,60.2104,199,28.5718,-28.6441,0,41.151,99,0.564505,-55.2975,-4.13533e-14,31.446,0,16.3591,-38.6611,-2.6152e-15,35.5171,49,38.3571,-15.5907,1.31712e-15,51.7497,149,14.9141,14.3651,1.22843e-14,9.35179,57.8792,1
1,5,200,0.05,0,28.2491,-27.6547,-3.45331e-16,43.6299,99.5,58.3722,-1.11717,5.40564e-14,60.2768,199,28.5219,-28.3278,0,41.3677,99,0.468223,-55.896,-4.13651e-14,31.2823,0,16.1061,-37.9843,-2.61486e-15,34.7887,49,38.3544,-15.5922,1.31601e-15,52.278,149,15.002,14.4597,1.22917e-14,9.57363,57.8792,1
1,6,200,0.06,0,28.1397,-27.5477,-3.45886e-16,43.4684,99.5,58.2108,-1.11372,5.40826e-14,60.1002,199,28.4208,-28.1391,0,41.2541,99,0.433092,-55.8317,-4.13849e-14,31.1234,0,15.9902,-37.8107,-2.61649e-15,34.4334,49,38.2428,-15.5398,1.3173e-15,52.2427,149,14.9842,14.4247,1.23009e-14,9.59783,57.8792,1
1,7,200,0.07,0,28.1187,-27.5593,-3.45828e-16,43.4617,99.5,58.1226,-1.11282,5.40868e-14,60.0493,199,28.3995,-28.1306,0,41.2996,99,0.432673,-55.9093,-4.13869e-14,31.1064,0,15.9786,-37.8539,-2.61679e-15,34.4045,49,38.1866,-15.535,1.31692e-15,52.3279,149,14.9673,14.4492,1.23014e-14,9.61004,57.8792,1
1,8,200,0.08,0,28.0892,-27.5272,-3.45952e-16,43.4155,99.5,58.0815,-1.11111,5.40883e-14,59.989,199,28.3731,-28.0961,0,41.2567,99,0.41798,-55.8584,-4.1388e-14,31.0705,0,15.9552,-37.8128,-2.6171e-15,34.3618,49,38.1535,-15.5172,1.31724e-15,52.2891,149,14.9579,14.4323,1.23028e-14,9.60082,57.8792,1
1,9,200,0.09,0,28.0719,-27.4967,-3.46006e-16,43.3776,99.5,58.0541,-1.11159,5.40943e-14,59.9578,199,28.3533,-28.0582,0,41.1958,99,0.426497,-55.7765,-4.13923e-14,31.033,0,15.9406,-37.758,-2.61739e-15,34.3335,49,38.1539,-15.5101,1.31769e-15,52.2036,149,14.9544,14.4107,1.23044e-14,9.59632,57.8792,1
